,Mujeres de 12-49,Poblacion Total,Poblacion de 0 a 5,Personas c/religion,Personas Casadas,Personas Ocupadas,Prom. Grado Escolar,Personas C/Servicio de Salud
4,15.456863657515123,5.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
5,3.0,12.0,7.459091211939503,8.0,7.0,8.0,11.9,10.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,15.456863657515123,43.0,7.459091211939503,30.0,26.0,14.0,9.86,32.0
8,5.0,18.0,7.459091211939503,17.0,8.0,6.0,12.56,11.0
9,15.456863657515123,10.0,0.0,9.0,6.0,4.0,7.5,10.0
10,15.456863657515123,38.0,7.459091211939503,47.675835426737876,20.0,19.0,8.24,22.0
11,15.456863657515123,7.0,7.459091211939503,6.0,23.416772057729503,4.0,12.0,0.0
12,15.456863657515123,23.0,7.459091211939503,23.0,13.0,9.0,6.5,12.0
13,28.0,73.0,9.0,54.0,27.0,23.0,9.26,41.0
14,15.456863657515123,15.0,0.0,13.0,10.0,7.0,10.71,12.0
15,15.456863657515123,30.0,7.459091211939503,22.0,14.0,13.0,9.17,27.0
16,5.0,21.0,7.459091211939503,16.0,9.0,11.0,9.47,13.0
17,15.456863657515123,4.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
18,15.456863657515123,33.0,0.0,29.0,18.0,17.0,10.63,15.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,5.0,0.0,5.0,23.416772057729503,24.873125185625184,11.0,4.0
21,6.0,23.0,7.459091211939503,22.0,11.0,11.0,9.76,17.0
22,15.456863657515123,17.0,7.459091211939503,9.0,8.0,8.0,7.71,7.0
23,15.456863657515123,16.0,7.459091211939503,12.0,9.0,9.0,9.71,10.0
24,3.0,22.0,7.459091211939503,47.675835426737876,12.0,9.0,9.18,10.0
25,15.456863657515123,2.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
26,15.456863657515123,24.0,7.459091211939503,16.0,14.0,11.0,8.42,8.0
27,15.456863657515123,8.0,0.0,8.0,4.0,24.873125185625184,8.43,4.0
28,5.0,14.0,7.459091211939503,14.0,3.0,9.0,10.92,5.0
29,15.456863657515123,3.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
30,15.456863657515123,13.0,7.459091211939503,12.0,7.0,4.0,8.22,5.0
31,5.0,18.0,7.459091211939503,13.0,7.0,8.0,9.69,6.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,15.456863657515123,12.0,0.0,11.0,4.0,6.0,7.67,10.0
34,15.456863657515123,6.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
35,15.456863657515123,5.0,0.0,47.675835426737876,23.416772057729503,3.0,7.0,43.27141300936098
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,15.456863657515123,8.0,7.459091211939503,8.0,6.0,6.0,8.67,7.0
38,15.456863657515123,6.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
39,15.456863657515123,5.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
40,15.456863657515123,2.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
41,15.456863657515123,2.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,15.456863657515123,4.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,15.456863657515123,25.0,7.459091211939503,17.0,9.0,8.0,8.85,19.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,11.0,37.0,7.459091211939503,27.0,18.0,21.0,9.8,23.0
49,5.0,20.0,7.459091211939503,20.0,10.0,9.0,10.63,9.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,15.456863657515123,6.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
52,15.456863657515123,9.0,7.459091211939503,9.0,3.0,4.0,11.0,3.0
53,15.456863657515123,8.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
54,15.456863657515123,4.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
55,15.456863657515123,29.0,7.459091211939503,25.0,14.0,13.0,9.14,22.0
56,15.456863657515123,8.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
57,14.0,39.0,3.0,31.0,13.0,15.0,8.48,30.0
58,15.456863657515123,3.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
62,15.456863657515123,6.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
63,50.0,190.0,15.0,109.0,81.0,73.0,8.92,100.0
64,5.0,20.0,7.459091211939503,20.0,12.0,8.0,8.93,16.0
65,15.456863657515123,2.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
66,3.0,11.0,7.459091211939503,11.0,6.0,6.0,14.63,11.0
67,15.456863657515123,21.0,7.459091211939503,21.0,10.0,11.0,14.0,15.0
68,16.0,71.0,6.0,69.0,29.0,40.0,12.45,59.0
69,15.456863657515123,72.0,6.0,56.0,35.0,35.0,10.84,61.0
70,15.456863657515123,90.0,10.0,72.0,30.0,41.0,11.04,80.0
71,17.0,62.0,7.459091211939503,47.675835426737876,23.0,27.0,10.08,57.0
72,13.0,77.0,7.0,47.675835426737876,28.0,37.0,10.73,59.0
73,15.456863657515123,96.0,11.0,83.0,44.0,56.0,11.73,73.0
74,34.0,99.0,13.0,86.0,40.0,50.0,10.93,80.0
75,15.456863657515123,85.0,7.459091211939503,72.0,36.0,51.0,11.38,74.0
76,15.456863657515123,104.0,9.0,86.0,42.0,52.0,10.15,76.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,15.456863657515123,40.0,9.0,30.0,18.0,13.0,12.37,29.0
79,3.0,15.0,0.0,8.0,6.0,11.0,11.0,14.0
80,9.0,37.0,7.459091211939503,21.0,19.0,21.0,12.13,26.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,15.456863657515123,15.0,0.0,14.0,8.0,7.0,13.08,14.0
83,15.456863657515123,6.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,27.0,85.0,9.0,75.0,35.0,43.0,12.28,75.0
86,15.456863657515123,94.0,7.459091211939503,71.0,41.0,54.0,12.08,79.0
87,11.0,44.0,3.0,37.0,20.0,19.0,10.87,32.0
88,25.0,84.0,7.459091211939503,59.0,33.0,44.0,9.84,69.0
89,15.456863657515123,50.0,7.459091211939503,44.0,18.0,18.0,11.41,38.0
90,15.0,60.0,7.459091211939503,55.0,28.0,26.0,11.09,44.0
91,3.0,20.0,3.0,19.0,6.0,9.0,10.13,15.0
92,15.456863657515123,4.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
93,15.456863657515123,9.0,0.0,7.0,23.416772057729503,6.0,8.78,9.0
94,15.456863657515123,1.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
95,15.456863657515123,6.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,3.0,11.0,7.459091211939503,11.0,8.0,6.0,16.0,11.0
98,4.0,12.0,7.459091211939503,47.675835426737876,5.0,5.0,12.75,6.0
99,15.456863657515123,54.0,7.459091211939503,44.0,30.0,30.0,13.02,51.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,15.456863657515123,49.0,7.459091211939503,39.0,21.0,24.0,9.32,31.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,14.0,49.0,7.459091211939503,42.0,19.0,25.0,8.69,41.0
107,15.456863657515123,59.0,7.459091211939503,47.0,32.0,31.0,9.33,43.0
108,15.456863657515123,41.0,7.459091211939503,32.0,16.0,29.0,7.26,34.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,9.0,47.0,7.459091211939503,41.0,22.0,23.0,9.7,39.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,15.456863657515123,36.0,7.459091211939503,28.0,18.0,19.0,9.79,24.0
115,7.0,36.0,7.459091211939503,32.0,18.0,14.0,9.39,26.0
116,15.456863657515123,49.0,7.459091211939503,46.0,24.0,27.0,9.54,37.0
117,14.0,60.0,7.459091211939503,56.0,37.0,38.0,10.04,52.0
118,15.456863657515123,44.0,10.0,36.0,15.0,22.0,9.88,41.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,22.0,75.0,7.459091211939503,64.0,29.0,40.0,10.26,68.0
121,17.0,57.0,7.459091211939503,47.0,34.0,34.0,9.36,56.0
122,15.456863657515123,77.0,7.459091211939503,72.0,28.0,37.0,9.33,67.0
123,15.456863657515123,87.0,10.0,73.0,39.0,41.0,8.92,74.0
124,18.0,61.0,7.459091211939503,53.0,30.0,27.0,9.35,60.0
125,9.0,44.0,7.459091211939503,35.0,20.0,27.0,9.08,33.0
126,19.0,82.0,7.459091211939503,75.0,31.0,36.0,9.87,70.0
127,15.456863657515123,26.0,7.459091211939503,21.0,14.0,16.0,9.19,21.0
128,15.456863657515123,45.0,7.459091211939503,35.0,16.0,25.0,9.8,31.0
129,17.0,71.0,7.459091211939503,42.0,28.0,29.0,9.56,58.0
130,15.456863657515123,42.0,6.0,38.0,16.0,21.0,10.15,34.0
131,15.456863657515123,80.0,11.0,52.0,33.0,34.0,7.98,59.0
132,15.456863657515123,7.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,3.0,15.0,7.459091211939503,15.0,8.0,8.0,9.0,15.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,10.0,54.0,7.459091211939503,39.0,24.0,26.0,8.68,50.0
137,15.456863657515123,54.0,7.459091211939503,49.0,24.0,23.0,9.63,47.0
138,15.456863657515123,77.0,7.459091211939503,49.0,36.0,35.0,10.0,65.0
139,15.456863657515123,70.0,8.0,42.0,26.0,36.0,9.3,51.0
140,15.456863657515123,31.0,4.0,47.675835426737876,14.0,13.0,10.55,22.0
141,15.456863657515123,102.0,7.459091211939503,58.0,56.0,60.0,9.27,84.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,15.456863657515123,81.0,7.0,66.0,34.0,40.0,9.68,71.0
144,15.456863657515123,84.0,8.0,56.0,37.0,44.0,9.81,72.0
145,15.456863657515123,35.0,7.459091211939503,24.0,17.0,18.0,8.93,33.0
146,16.0,45.0,7.459091211939503,34.0,13.0,14.0,8.22,34.0
147,15.456863657515123,37.0,7.459091211939503,29.0,13.0,17.0,7.0,18.0
148,15.456863657515123,227.0,28.0,180.0,94.0,108.0,9.16,162.0
149,7.0,31.0,0.0,27.0,14.0,21.0,8.33,26.0
150,15.456863657515123,27.0,3.0,47.675835426737876,10.0,14.0,10.45,21.0
151,15.456863657515123,67.0,11.0,58.0,36.0,39.0,9.85,58.0
152,15.456863657515123,36.0,7.459091211939503,35.0,19.0,20.0,9.0,29.0
153,15.456863657515123,102.0,10.0,53.0,37.0,50.0,8.37,78.0
154,15.456863657515123,47.0,7.459091211939503,36.0,16.0,27.0,9.28,28.0
155,21.0,59.0,3.0,40.0,21.0,17.0,8.31,39.0
156,36.0,112.0,12.0,73.0,51.0,51.0,9.63,93.0
157,15.456863657515123,10.0,0.0,47.675835426737876,23.416772057729503,5.0,9.22,10.0
158,15.456863657515123,39.0,7.459091211939503,34.0,20.0,27.0,8.44,38.0
159,15.456863657515123,22.0,7.459091211939503,17.0,8.0,8.0,6.57,18.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,15.456863657515123,65.0,7.459091211939503,44.0,32.0,33.0,10.34,48.0
163,6.0,26.0,7.459091211939503,20.0,8.0,8.0,8.06,11.0
164,15.456863657515123,12.0,0.0,10.0,4.0,7.0,9.5,12.0
165,7.0,17.0,7.459091211939503,17.0,10.0,8.0,9.25,11.0
166,9.0,33.0,7.459091211939503,26.0,10.0,19.0,11.88,26.0
167,4.0,18.0,7.459091211939503,47.675835426737876,11.0,10.0,10.6,17.0
168,8.0,29.0,7.459091211939503,47.675835426737876,11.0,14.0,10.14,13.0
169,15.456863657515123,34.0,7.459091211939503,16.0,14.0,15.0,8.67,22.0
170,15.456863657515123,18.0,7.459091211939503,16.0,8.0,9.0,11.2,10.0
171,11.0,28.0,7.459091211939503,47.675835426737876,12.0,19.0,11.3,23.0
172,7.0,40.0,7.459091211939503,35.0,16.0,22.0,8.14,34.0
173,5.0,16.0,0.0,47.675835426737876,11.0,7.0,7.69,15.0
174,10.0,48.0,7.459091211939503,40.0,27.0,28.0,10.98,42.0
175,4.0,14.0,0.0,9.0,8.0,7.0,8.62,14.0
176,7.0,23.0,7.459091211939503,23.0,15.0,12.0,10.43,18.0
177,15.456863657515123,40.0,7.459091211939503,34.0,13.0,20.0,9.3,26.0
178,15.456863657515123,27.0,7.459091211939503,20.0,14.0,16.0,11.1,19.0
179,0.0,11.0,0.0,11.0,6.0,4.0,7.91,7.0
180,15.456863657515123,13.0,0.0,47.675835426737876,12.0,9.0,9.0,12.0
181,7.0,24.0,7.459091211939503,20.0,18.0,13.0,8.95,24.0
182,3.0,9.0,0.0,47.675835426737876,3.0,7.0,9.56,8.0
183,10.0,33.0,7.459091211939503,47.675835426737876,10.0,18.0,12.93,30.0
184,8.0,42.0,7.459091211939503,47.675835426737876,25.0,26.0,8.87,36.0
185,15.456863657515123,43.0,7.459091211939503,34.0,16.0,17.0,10.36,37.0
186,15.456863657515123,38.0,4.0,27.0,18.0,19.0,14.26,33.0
188,31.0,102.0,8.0,92.0,53.0,73.0,11.78,85.0
189,17.0,48.0,7.459091211939503,45.0,23.0,30.0,11.58,37.0
190,15.456863657515123,17.0,7.459091211939503,13.0,5.0,8.0,8.62,16.0
191,15.456863657515123,32.0,7.459091211939503,19.0,13.0,16.0,11.96,20.0
192,15.456863657515123,37.0,7.459091211939503,33.0,20.0,18.0,13.45,28.0
193,11.0,45.0,5.0,29.0,26.0,31.0,9.83,36.0
194,15.456863657515123,35.0,0.0,34.0,22.0,13.0,10.33,25.0
195,10.0,33.0,7.459091211939503,33.0,18.0,17.0,13.41,27.0
196,5.0,22.0,7.459091211939503,22.0,10.0,14.0,9.94,17.0
197,16.0,65.0,6.0,47.0,33.0,27.0,10.26,39.0
198,15.456863657515123,62.0,3.0,61.0,32.0,40.0,10.15,35.0
199,13.0,52.0,7.459091211939503,50.0,25.0,37.0,10.02,41.0
200,11.0,38.0,7.459091211939503,47.675835426737876,15.0,20.0,13.23,33.0
201,15.456863657515123,51.0,7.459091211939503,44.0,26.0,34.0,10.81,40.0
202,15.456863657515123,43.0,0.0,41.0,23.0,32.0,10.92,31.0
203,5.0,15.0,7.459091211939503,47.675835426737876,8.0,7.0,12.83,13.0
204,15.456863657515123,21.0,7.459091211939503,12.0,14.0,12.0,11.12,14.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,15.456863657515123,1.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
207,3.0,20.0,7.459091211939503,17.0,10.0,15.0,9.0,15.0
208,15.456863657515123,10.0,0.0,9.0,6.0,5.0,8.78,6.0
209,15.456863657515123,4.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
210,15.456863657515123,9.0,7.459091211939503,47.675835426737876,4.0,24.873125185625184,10.5,5.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,15.456863657515123,33.0,7.459091211939503,23.0,12.0,16.0,9.65,23.0
213,10.0,32.0,7.459091211939503,47.675835426737876,18.0,16.0,9.46,27.0
214,15.456863657515123,10.0,0.0,9.0,4.0,6.0,14.83,10.0
215,15.456863657515123,50.0,6.0,38.0,19.0,22.0,8.75,29.0
217,16.0,37.0,7.459091211939503,27.0,15.0,22.0,10.39,33.0
218,13.0,52.0,7.459091211939503,40.0,20.0,27.0,8.38,46.0
219,11.0,49.0,7.459091211939503,35.0,26.0,28.0,9.66,36.0
220,15.456863657515123,28.0,7.459091211939503,47.675835426737876,12.0,20.0,6.67,24.0
221,15.456863657515123,34.0,7.459091211939503,30.0,16.0,19.0,9.7,27.0
222,6.0,18.0,7.459091211939503,16.0,8.0,10.0,10.47,14.0
223,15.456863657515123,6.0,7.459091211939503,6.0,4.0,5.0,12.8,6.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,15.456863657515123,9.0,7.459091211939503,47.675835426737876,4.0,4.0,11.29,6.0
226,15.456863657515123,6.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
227,17.0,47.0,7.459091211939503,33.0,18.0,22.0,9.64,26.0
228,3.0,17.0,7.459091211939503,9.0,10.0,8.0,11.93,17.0
229,15.456863657515123,74.0,7.0,58.0,29.0,44.0,9.85,64.0
230,6.0,28.0,3.0,28.0,16.0,16.0,12.38,28.0
231,4.0,15.0,7.459091211939503,9.0,8.0,8.0,12.67,15.0
232,15.456863657515123,33.0,7.459091211939503,32.0,16.0,15.0,9.87,22.0
233,15.456863657515123,54.0,7.459091211939503,39.0,23.0,26.0,9.6,42.0
234,0.0,4.0,0.0,4.0,23.416772057729503,24.873125185625184,6.0,4.0
235,8.0,37.0,7.459091211939503,34.0,17.0,18.0,11.3,31.0
236,5.0,22.0,0.0,47.675835426737876,8.0,15.0,8.86,20.0
237,7.0,21.0,7.459091211939503,17.0,8.0,13.0,11.56,12.0
238,15.456863657515123,5.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
239,15.456863657515123,44.0,7.459091211939503,43.0,24.0,27.0,9.64,37.0
240,15.456863657515123,57.0,10.0,50.0,26.0,28.0,11.88,42.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,15.456863657515123,52.0,7.459091211939503,36.0,22.0,22.0,11.18,40.0
243,6.0,23.0,7.459091211939503,47.675835426737876,16.0,16.0,9.0,20.0
244,15.456863657515123,5.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
245,15.456863657515123,6.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
246,15.456863657515123,6.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
247,7.0,27.0,0.0,17.0,9.0,19.0,11.0,20.0
248,15.456863657515123,88.0,7.459091211939503,68.0,48.0,46.0,9.17,65.0
249,15.456863657515123,26.0,7.459091211939503,24.0,10.0,12.0,10.78,22.0
250,15.0,61.0,8.0,45.0,27.0,30.0,8.0,48.0
251,15.456863657515123,27.0,7.459091211939503,47.675835426737876,11.0,12.0,9.67,23.0
252,15.456863657515123,46.0,7.459091211939503,36.0,23.0,23.0,9.09,43.0
253,15.456863657515123,38.0,7.459091211939503,27.0,18.0,13.0,8.81,25.0
254,15.456863657515123,58.0,10.0,41.0,23.0,27.0,9.23,44.0
255,5.0,23.0,7.459091211939503,15.0,10.0,14.0,9.19,17.0
256,26.0,106.0,19.0,93.0,50.0,58.0,9.2,95.0
258,15.456863657515123,3.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
259,6.0,16.0,4.0,14.0,8.0,5.0,9.27,16.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,15.456863657515123,7.0,7.459091211939503,47.675835426737876,0.0,3.0,9.0,4.0
262,15.456863657515123,27.0,7.459091211939503,23.0,12.0,14.0,10.32,21.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,6.0,24.0,0.0,21.0,11.0,11.0,9.59,18.0
265,6.0,31.0,0.0,30.0,12.0,12.0,9.29,14.0
266,4.0,21.0,7.459091211939503,13.0,7.0,8.0,10.25,9.0
267,7.0,40.0,7.459091211939503,37.0,18.0,19.0,9.35,31.0
268,7.0,33.0,7.459091211939503,32.0,11.0,20.0,10.21,30.0
269,9.0,32.0,7.459091211939503,23.0,12.0,13.0,8.96,24.0
270,15.456863657515123,50.0,7.459091211939503,44.0,18.0,20.0,8.26,42.0
271,15.456863657515123,37.0,7.459091211939503,25.0,18.0,22.0,8.91,26.0
272,15.456863657515123,43.0,7.459091211939503,17.0,24.0,14.0,7.44,38.0
273,15.456863657515123,42.0,7.459091211939503,38.0,21.0,20.0,9.89,32.0
274,15.456863657515123,6.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
275,4.0,13.0,7.459091211939503,13.0,3.0,6.0,9.6,9.0
276,5.0,17.0,0.0,17.0,8.0,8.0,10.12,11.0
277,15.456863657515123,43.0,7.459091211939503,34.0,18.0,28.0,9.63,35.0
278,15.456863657515123,18.0,7.459091211939503,17.0,8.0,10.0,8.14,12.0
279,15.456863657515123,26.0,7.459091211939503,14.0,12.0,10.0,11.26,22.0
280,15.456863657515123,25.0,7.459091211939503,24.0,12.0,10.0,8.38,20.0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,29.0,87.0,10.0,71.0,32.0,48.0,9.63,64.0
284,37.0,127.0,13.0,109.0,60.0,65.0,10.0,114.0
285,15.456863657515123,62.0,7.459091211939503,50.0,27.0,30.0,8.36,35.0
286,15.456863657515123,62.0,11.0,43.0,30.0,24.0,7.69,56.0
287,15.456863657515123,32.0,7.459091211939503,32.0,12.0,16.0,8.48,30.0
288,15.456863657515123,1.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
289,7.0,25.0,7.459091211939503,19.0,12.0,13.0,10.89,22.0
290,5.0,21.0,7.459091211939503,16.0,10.0,11.0,8.07,21.0
291,15.456863657515123,3.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
292,15.456863657515123,37.0,7.459091211939503,47.675835426737876,19.0,21.0,7.94,27.0
293,18.0,55.0,7.459091211939503,35.0,25.0,25.0,7.87,51.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,15.456863657515123,47.0,3.0,38.0,21.0,26.0,9.25,35.0
296,15.456863657515123,30.0,7.459091211939503,18.0,12.0,18.0,9.18,25.0
297,15.456863657515123,49.0,7.459091211939503,35.0,20.0,20.0,8.94,42.0
298,40.0,112.0,16.0,93.0,51.0,55.0,10.55,81.0
299,15.456863657515123,46.0,7.459091211939503,29.0,14.0,18.0,7.76,35.0
300,45.0,141.0,19.0,97.0,63.0,67.0,8.91,112.0
301,12.0,40.0,7.459091211939503,35.0,19.0,20.0,9.53,39.0
302,15.456863657515123,88.0,9.0,78.0,45.0,44.0,9.42,84.0
303,4.0,20.0,7.459091211939503,47.675835426737876,6.0,10.0,9.87,14.0
304,14.0,44.0,7.459091211939503,40.0,15.0,19.0,8.29,43.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,15.456863657515123,3.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
308,15.456863657515123,8.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
309,5.0,19.0,0.0,47.675835426737876,12.0,10.0,7.74,16.0
310,3.0,17.0,0.0,12.0,12.0,13.0,11.24,14.0
311,15.456863657515123,7.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,15.456863657515123,8.0,0.0,6.0,23.416772057729503,3.0,8.14,5.0
314,15.456863657515123,9.0,0.0,8.0,5.0,9.0,8.56,9.0
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,15.456863657515123,41.0,7.459091211939503,36.0,20.0,26.0,11.13,37.0
317,15.456863657515123,20.0,7.459091211939503,19.0,8.0,11.0,9.94,18.0
318,15.456863657515123,26.0,7.459091211939503,16.0,9.0,11.0,9.73,16.0
319,4.0,12.0,0.0,9.0,23.416772057729503,6.0,11.33,9.0
320,15.456863657515123,5.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
321,15.456863657515123,3.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
322,5.0,25.0,7.459091211939503,47.675835426737876,14.0,14.0,10.0,24.0
323,15.456863657515123,27.0,0.0,47.675835426737876,16.0,15.0,11.78,22.0
324,7.0,31.0,7.459091211939503,31.0,14.0,11.0,10.14,25.0
325,7.0,34.0,7.459091211939503,32.0,21.0,20.0,10.04,28.0
326,15.456863657515123,7.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,6.5,4.0
327,15.456863657515123,39.0,7.459091211939503,38.0,17.0,20.0,9.69,24.0
328,5.0,17.0,0.0,12.0,8.0,7.0,10.33,12.0
329,3.0,30.0,0.0,19.0,12.0,15.0,9.13,21.0
330,5.0,25.0,7.459091211939503,17.0,13.0,14.0,7.5,20.0
331,5.0,33.0,6.0,32.0,15.0,12.0,9.0,29.0
332,15.456863657515123,38.0,7.459091211939503,27.0,12.0,16.0,6.76,28.0
333,4.0,23.0,7.459091211939503,23.0,14.0,15.0,13.09,20.0
334,7.0,23.0,7.459091211939503,47.675835426737876,15.0,14.0,12.05,15.0
335,15.456863657515123,37.0,7.459091211939503,34.0,20.0,22.0,13.0,26.0
336,15.456863657515123,62.0,7.459091211939503,53.0,31.0,30.0,11.41,44.0
337,13.0,50.0,7.459091211939503,47.675835426737876,20.0,32.0,14.93,49.0
338,15.456863657515123,10.0,7.459091211939503,10.0,4.0,4.0,12.83,8.0
339,15.456863657515123,13.0,0.0,12.0,8.0,9.0,14.18,12.0
340,5.0,20.0,7.459091211939503,20.0,9.0,11.0,12.35,14.0
341,8.0,33.0,7.459091211939503,47.675835426737876,17.0,23.0,12.38,28.0
342,15.456863657515123,8.0,7.459091211939503,47.675835426737876,23.416772057729503,24.873125185625184,8.90737707938029,43.27141300936098
343,33.0,122.0,8.0,102.0,55.0,65.0,8.63,104.0
344,39.0,134.0,16.0,99.0,64.0,69.0,9.25,111.0
345,15.456863657515123,64.0,7.459091211939503,58.0,31.0,34.0,10.41,61.0
346,18.0,62.0,7.459091211939503,56.0,32.0,42.0,9.69,57.0
347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,3.0,23.0,0.0,16.0,10.0,14.0,10.33,17.0
