P_0A5,POBTOT,P_12A49_F,P12YM_CASA,PCON_RELIG,POCUPADA,PDER_SS
0.0,2.995732273553991,3.2019744401219845,1.791759469228055,2.6390573296152584,2.4849066497880004,2.3978952727983707
0.0,2.772588722239781,1.6094379124341003,1.9459101490553132,2.772588722239781,2.4849066497880004,2.3025850929940455
2.0794415416798357,4.394449154672438,3.2019744401219845,3.4011973816621555,4.394449154672438,3.7135720667043075,4.04305126783455
2.197224577336219,4.1588830833596715,3.1354942159291497,3.2580965380214817,4.04305126783455,3.2188758248682006,3.8501476017100584
2.0794415416798357,4.564348191467836,3.5553480614894135,3.737669618283368,4.134308204651952,3.912023005428146,4.0943445622221
0.0,2.70805020110221,1.3862943611198906,2.197224577336219,2.70805020110221,2.197224577336219,0.0
2.197224577336219,3.9702919135521215,3.044522437723423,3.044522437723423,3.9702919135521215,3.1780538303479453,3.7612001156935624
3.4339872044851463,5.472270673671474,4.3694478524670215,4.48863636973214,5.455321115357701,4.624972813284271,5.198497031265825
2.70805020110221,5.351858133476067,4.276666119016055,4.343805421853684,5.3471075307174685,4.59511985013459,5.0689042022202315
0.0,2.4849066497880004,3.2019744401219845,1.9459101490553132,2.0794415416798357,2.0794415416798357,2.197224577336219
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6390573296152584,4.174387269895637,3.2019744401219845,3.0910424533583156,4.025351690735149,3.526360524616161,3.912023005428146
0.0,3.4657359027997265,2.3025850929940455,2.5649493574615367,3.4011973816621555,2.995732273553991,3.295836866004329
1.9459101490553132,4.1588830833596715,3.0910424533583156,3.1354942159291497,4.134308204651952,3.6888794541139363,3.828641396489095
0.0,3.295836866004329,3.2019744401219845,2.3978952727983707,3.295836866004329,2.9444389791664403,2.70805020110221
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.772588722239781,4.875197323201151,3.5553480614894135,3.988984046564274,4.134308204651952,4.2484952420493585,4.61512051684126
0.0,2.772588722239781,1.6094379124341003,2.3978952727983707,2.772588722239781,2.5649493574615367,1.3862943611198906
2.3978952727983707,4.430816798843313,3.2019744401219845,3.526360524616161,4.430816798843313,3.526360524616161,4.060443010546419
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.70805020110221,4.430816798843313,3.2019744401219845,3.4965075614664802,4.406719247264253,3.526360524616161,4.04305126783455
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3978952727983707,4.718498871295094,3.6109179126442243,3.9702919135521215,4.718498871295094,4.07753744390572,4.442651256490317
0.0,3.2580965380214817,3.2019744401219845,2.3978952727983707,3.2580965380214817,2.3025850929940455,2.9444389791664403
2.197224577336219,4.3694478524670215,3.2580965380214817,3.6375861597263857,4.356708826689592,3.4011973816621555,4.219507705176107
2.3025850929940455,4.634728988229636,3.2019744401219845,3.7612001156935624,4.134308204651952,3.6635616461296463,4.060443010546419
2.3025850929940455,4.007333185232471,3.2019744401219845,3.1354942159291497,3.8501476017100584,3.4965075614664802,3.8918202981106265
2.833213344056216,5.298317366548036,3.951243718581427,4.343805421853684,5.225746673713201,4.663439094112067,5.135798437050261
2.5649493574615367,4.77912349311153,3.2019744401219845,3.828641396489095,4.134308204651952,4.219507705176107,4.574710978503383
0.0,3.4657359027997265,2.197224577336219,2.3978952727983707,3.4339872044851463,3.1354942159291497,3.044522437723423
2.70805020110221,5.0689042022202315,3.2019744401219845,4.204692619390966,4.983606621708336,4.442651256490317,4.406719247264253
2.6390573296152584,4.882801922586371,3.2019744401219845,4.0943445622221,4.836281906951478,4.174387269895637,4.564348191467836
3.332204510175204,5.556828061699537,4.3694478524670215,4.624972813284271,5.5053315359323625,4.997212273764115,5.375278407684164
2.5649493574615367,4.59511985013459,3.2019744401219845,3.6635616461296463,4.48863636973214,4.060443010546419,4.394449154672438
2.0794415416798357,4.110873864173311,2.6390573296152584,3.2580965380214817,4.134308204651952,3.295836866004329,3.7612001156935624
0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2188758248682006,5.141663556502659,3.2019744401219845,4.2626798770413155,5.111987788356543,4.454347296253507,4.962844630259907
1.9459101490553132,3.4011973816621555,3.2019744401219845,2.5649493574615367,3.2580965380214817,2.6390573296152584,3.1354942159291497
1.3862943611198906,3.6888794541139363,3.2019744401219845,2.6390573296152584,3.58351893845611,2.6390573296152584,3.526360524616161
1.9459101490553132,3.8712010109078907,2.833213344056216,3.1354942159291497,4.134308204651952,3.4011973816621555,3.7135720667043075
2.772588722239781,5.2832037287379885,3.2019744401219845,4.394449154672438,5.247024072160486,4.454347296253507,4.948759890378168
2.3025850929940455,4.61512051684126,3.2019744401219845,3.8066624897703196,4.605170185988091,3.7135720667043075,4.110873864173311
3.332204510175204,5.537334267018537,4.394449154672438,4.700480365792416,5.497168225293201,4.9126548857360515,5.272999558563747
2.3978952727983707,4.465908118654584,3.3672958299864737,3.58351893845611,4.465908118654584,3.7135720667043075,3.912023005428146
3.044522437723423,5.272999558563747,3.912023005428146,4.418840607796597,5.225746673713201,4.532599493153255,4.955827057601261
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.6390573296152584,3.2019744401219845,1.9459101490553132,2.6390573296152584,2.197224577336219,2.197224577336219
2.0794415416798357,3.7612001156935624,3.2019744401219845,2.6390573296152584,3.6888794541139363,3.1354942159291497,3.5553480614894135
0.0,2.5649493574615367,3.2019744401219845,3.4387181094144488,1.791759469228055,1.3862943611198906,1.6094379124341003
2.0794415416798357,4.2484952420493585,3.044522437723423,3.2580965380214817,4.2484952420493585,3.5553480614894135,3.9318256327243257
2.70805020110221,5.135798437050261,4.110873864173311,4.174387269895637,5.135798437050261,4.418840607796597,4.828313737302301
2.197224577336219,4.219507705176107,3.2019744401219845,3.2188758248682006,4.134308204651952,3.295836866004329,3.526360524616161
2.3025850929940455,4.2484952420493585,3.1354942159291497,3.4965075614664802,4.2484952420493585,3.332204510175204,4.110873864173311
2.197224577336219,4.060443010546419,3.2019744401219845,3.1354942159291497,4.134308204651952,3.2188758248682006,3.8066624897703196
1.6094379124341003,3.6109179126442243,3.2019744401219845,2.772588722239781,3.6109179126442243,2.8903717578961645,3.332204510175204
0.0,3.2580965380214817,3.2019744401219845,1.9459101490553132,3.2580965380214817,2.772588722239781,2.9444389791664403
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6094379124341003,3.2188758248682006,3.2019744401219845,2.197224577336219,3.2188758248682006,2.197224577336219,2.9444389791664403
2.0794415416798357,3.7612001156935624,3.2019744401219845,3.044522437723423,3.6888794541139363,3.044522437723423,3.6109179126442243
0.0,2.6390573296152584,1.9459101490553132,1.9459101490553132,2.5649493574615367,2.0794415416798357,2.197224577336219
2.0794415416798357,4.330733340286331,3.044522437723423,3.526360524616161,4.330733340286331,3.295836866004329,3.8712010109078907
0.0,2.995732273553991,3.2019744401219845,1.9459101490553132,2.995732273553991,2.3978952727983707,2.197224577336219
1.3862943611198906,3.912023005428146,3.2019744401219845,3.2188758248682006,3.912023005428146,3.2580965380214817,2.995732273553991
3.58351893845611,5.384495062789089,4.1588830833596715,4.477336814478206,5.337538079701318,4.6913478822291435,5.081404364984463
3.58351893845611,5.278114659230517,3.2019744401219845,4.290459441148391,5.214935757608986,4.59511985013459,5.099866427824198
0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.465908118654584,6.522092798170152,5.3981627015177525,5.549076084895219,6.408528791059498,5.8944028342648505,6.07993319509559
3.526360524616161,5.564520407322693,4.356708826689592,4.634728988229636,5.541263545158426,4.882801922586371,5.318119993844216
3.3672958299864737,5.087596335232384,3.737669618283368,4.04305126783455,5.062595033026967,4.23410650459726,4.804021044733257
2.772588722239781,4.51085950651685,3.1780538303479453,3.4011973816621555,4.134308204651952,3.526360524616161,4.2626798770413155
3.6109179126442243,5.111987788356543,4.025351690735149,4.0943445622221,5.043425116919247,4.356708826689592,4.948759890378168
2.3978952727983707,4.406719247264253,3.3672958299864737,3.526360524616161,4.394449154672438,3.295836866004329,4.110873864173311
2.5649493574615367,4.07753744390572,3.2019744401219845,3.1780538303479453,4.007333185232471,2.833213344056216,3.9702919135521215
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.772588722239781,4.605170185988091,3.4339872044851463,3.737669618283368,4.134308204651952,3.332204510175204,4.2484952420493585
3.3672958299864737,5.220355825078324,4.2484952420493585,4.07753744390572,4.134308204651952,4.394449154672438,5.003946305945459
3.6375861597263857,5.41610040220442,4.31748811353631,4.465908118654584,5.41610040220442,4.7535901911063645,5.241747015059643
3.2188758248682006,4.6443908991413725,3.4011973816621555,3.737669618283368,4.134308204651952,3.8501476017100584,4.430816798843313
3.1780538303479453,4.859812404361672,3.7612001156935624,3.9318256327243257,4.134308204651952,4.143134726391533,4.5217885770490405
3.4965075614664802,5.332718793265369,4.189654742026425,4.442651256490317,5.318119993844216,4.663439094112067,5.111987788356543
2.5649493574615367,4.430816798843313,3.3672958299864737,3.6109179126442243,4.134308204651952,3.737669618283368,4.189654742026425
2.833213344056216,4.941642422609304,3.737669618283368,4.025351690735149,4.90527477843843,3.912023005428146,4.77912349311153
3.58351893845611,5.278114659230517,4.025351690735149,4.394449154672438,5.2574953720277815,4.68213122712422,5.123963979403259
0.0,2.3025850929940455,3.2019744401219845,1.6094379124341003,2.3025850929940455,3.637945435966299,2.3025850929940455
0.0,2.3978952727983707,3.2019744401219845,3.4387181094144488,2.3978952727983707,3.637945435966299,1.791759469228055
1.3862943611198906,3.2580965380214817,3.2019744401219845,2.3978952727983707,2.995732273553991,2.6390573296152584,2.8903717578961645
2.197224577336219,4.189654742026425,3.2019744401219845,3.295836866004329,4.189654742026425,3.332204510175204,4.04305126783455
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0794415416798357,4.290459441148391,3.2019744401219845,3.3672958299864737,4.276666119016055,1.9459101490553132,4.110873864173311
2.0794415416798357,4.276666119016055,3.2019744401219845,3.3672958299864737,4.134308204651952,3.737669618283368,3.951243718581427
0.0,2.4849066497880004,3.2019744401219845,1.791759469228055,2.4849066497880004,1.6094379124341003,2.3025850929940455
2.70805020110221,4.343805421853684,3.2188758248682006,3.2188758248682006,4.2484952420493585,3.4011973816621555,4.0943445622221
2.9444389791664403,4.74493212836325,3.5553480614894135,3.8066624897703196,4.727387818712341,3.9702919135521215,4.574710978503383
2.4849066497880004,4.276666119016055,3.2019744401219845,3.1780538303479453,4.2626798770413155,3.4339872044851463,4.204692619390966
3.1354942159291497,5.19295685089021,4.025351690735149,4.2484952420493585,5.056245805348308,4.330733340286331,4.820281565605037
0.0,2.197224577336219,1.6094379124341003,1.6094379124341003,2.197224577336219,3.637945435966299,1.791759469228055
2.3025850929940455,4.442651256490317,3.2019744401219845,3.4011973816621555,4.356708826689592,3.6888794541139363,3.9702919135521215
3.4657359027997265,5.278114659230517,4.127134385045092,4.304065093204169,5.225746673713201,4.343805421853684,4.948759890378168
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9459101490553132,3.784189633918261,2.70805020110221,2.4849066497880004,4.134308204651952,2.70805020110221,3.6375861597263857
2.3978952727983707,4.543294782270004,3.2019744401219845,3.4657359027997265,4.543294782270004,3.58351893845611,4.356708826689592
2.0794415416798357,3.6888794541139363,2.70805020110221,2.6390573296152584,3.4657359027997265,2.70805020110221,4.032047750996723
3.58351893845611,5.736572297479192,4.718498871295094,4.867534450455582,5.662960480135946,4.787491742782046,5.726847747587197
2.0794415416798357,3.912023005428146,2.9444389791664403,2.995732273553991,3.912023005428146,2.8903717578961645,3.912023005428146
2.3025850929940455,4.07753744390572,3.2019744401219845,3.2580965380214817,4.07753744390572,3.1780538303479453,3.6375861597263857
2.3025850929940455,3.9702919135521215,3.2019744401219845,3.0910424533583156,3.9702919135521215,3.044522437723423,3.8066624897703196
1.3862943611198906,2.8903717578961645,1.3862943611198906,2.197224577336219,2.8903717578961645,2.3978952727983707,2.3025850929940455
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.5649493574615367,3.2019744401219845,1.9459101490553132,2.5649493574615367,1.791759469228055,1.3862943611198906
1.3862943611198906,3.4965075614664802,2.4849066497880004,2.70805020110221,3.3672958299864737,2.5649493574615367,3.4339872044851463
2.833213344056216,4.787491742782046,3.6109179126442243,3.784189633918261,4.787491742782046,3.828641396489095,4.624972813284271
0.0,2.9444389791664403,1.791759469228055,2.3025850929940455,2.772588722239781,2.3025850929940455,2.6390573296152584
2.197224577336219,3.6375861597263857,3.2019744401219845,2.9444389791664403,3.58351893845611,2.833213344056216,3.526360524616161
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.3978952727983707,3.2019744401219845,1.791759469228055,2.3025850929940455,1.6094379124341003,2.3025850929940455
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.3978952727983707,1.3862943611198906,1.9459101490553132,2.3978952727983707,1.3862943611198906,2.197224577336219
1.3862943611198906,3.044522437723423,2.0794415416798357,2.0794415416798357,3.044522437723423,2.3025850929940455,2.833213344056216
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.3978952727983707,3.2019744401219845,1.9459101490553132,2.3978952727983707,1.3862943611198906,2.3025850929940455
1.3862943611198906,3.4657359027997265,3.2019744401219845,2.772588722239781,3.4657359027997265,2.4849066497880004,3.332204510175204
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3978952727983707,3.7612001156935624,3.2019744401219845,2.70805020110221,3.7612001156935624,2.70805020110221,3.6109179126442243
0.0,3.4965075614664802,3.2019744401219845,2.3978952727983707,3.4965075614664802,2.3978952727983707,3.4339872044851463
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.4339872044851463,3.2019744401219845,2.4849066497880004,3.4339872044851463,2.833213344056216,3.332204510175204
2.0794415416798357,3.295836866004329,2.3025850929940455,1.9459101490553132,3.295836866004329,2.4849066497880004,3.044522437723423
