NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,Mujeres de 12-49,Poblacion Total,Poblacion de 0 a 5,Personas c/religion,Personas Casadas,Personas s/religion,Personas Ocupadas,Personas S/Internet,Personas C/Servicio de Salud
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),070A,31.772851503188583,37.0,3.0,30.0,18.0,7.0,20.0,8.0,20.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),070A,29.0,90.0,5.0,72.0,47.0,18.0,44.0,19.0,64.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),070A,31.772851503188583,20.0,0.0,19.0,12.0,9.906078158222744,13.0,3.0,13.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),070A,31.772851503188583,40.0,0.0,33.0,18.0,7.0,20.0,9.0,22.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),070A,31.772851503188583,83.0,5.0,78.0,32.0,5.0,27.0,15.0,62.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),070A,31.772851503188583,59.0,4.0,59.0,29.0,0.0,21.0,16.0,46.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),070A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),070A,31.772851503188583,82.0,5.0,63.0,36.0,19.0,32.0,14.0,70.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,31.772851503188583,50.0,3.0,40.0,22.0,10.0,19.0,9.0,35.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,31.772851503188583,37.0,3.0,35.0,12.0,9.906078158222744,14.0,6.0,23.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,33.0,97.0,5.0,91.0,34.0,6.0,27.0,12.0,70.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,31.772851503188583,51.0,3.0,46.0,17.0,5.0,16.0,6.0,37.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,28.0,84.0,4.0,71.0,34.0,13.0,32.0,18.0,62.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,31.772851503188583,53.0,3.0,48.0,24.0,5.0,12.0,6.0,44.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,5.0,21.0,0.0,21.0,10.0,0.0,5.0,5.0,16.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,32.0,100.0,5.0,92.0,40.0,8.0,33.0,11.0,79.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,45.0,127.0,7.0,126.0,64.0,9.906078158222744,60.0,7.0,124.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,47.0,147.0,15.0,127.0,60.0,20.0,66.0,30.0,60.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,51.0,162.0,16.0,109.0,61.0,53.0,47.0,35.0,96.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,31.772851503188583,6.0,0.0,5.0,4.0,9.906078158222744,4.0,3.0,61.45396904332691
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,31.772851503188583,22.0,0.0,16.0,12.0,6.0,10.0,6.0,19.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,31.772851503188583,22.0,0.0,18.0,10.0,4.0,8.0,7.0,4.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,31.772851503188583,29.0,3.0,79.1235484742101,12.0,9.906078158222744,10.0,6.0,16.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,86.0,271.0,12.0,234.0,114.0,37.0,112.0,63.0,142.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,32.0,113.0,6.0,75.0,60.0,38.0,40.0,30.0,46.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,31.772851503188583,43.0,4.0,28.0,16.0,15.0,11.0,8.0,31.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,13.0,47.0,3.0,40.0,22.0,7.0,16.0,8.0,42.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),0875,31.772851503188583,14.0,0.0,8.0,6.0,6.0,5.0,13.429552281504792,14.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,31.772851503188583,35.0,0.0,79.1235484742101,12.0,12.0,13.0,11.0,27.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,5.0,18.0,0.0,18.0,8.0,0.0,6.0,13.429552281504792,14.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,31.772851503188583,36.0,0.0,36.0,14.0,0.0,16.0,8.0,27.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,31.772851503188583,15.0,0.0,15.0,7.0,0.0,41.539960287912635,4.0,9.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,4.0,19.0,0.0,15.0,12.0,4.0,9.0,4.0,15.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,15.0,43.0,3.0,32.0,18.0,11.0,14.0,3.0,30.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,87.0,331.0,16.0,275.0,133.0,56.0,106.0,78.0,200.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,17.0,60.0,3.0,55.0,26.0,5.0,17.0,10.0,38.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,31.772851503188583,30.0,3.0,79.1235484742101,14.0,0.0,11.0,13.429552281504792,28.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,37.0,117.0,10.0,110.0,49.0,7.0,47.0,31.0,83.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,80.0,260.0,16.0,251.0,98.0,9.0,106.0,62.0,213.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,45.0,168.0,4.0,146.0,65.0,22.0,52.0,28.0,123.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,22.0,68.0,3.0,64.0,27.0,4.0,25.0,14.0,40.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,51.0,162.0,6.0,156.0,64.0,0.0,55.0,45.0,113.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,31.772851503188583,66.0,5.0,66.0,24.0,0.0,27.0,16.0,45.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,31.772851503188583,14.0,0.0,79.1235484742101,4.0,0.0,5.0,6.0,5.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,31.772851503188583,75.0,3.0,75.0,34.0,0.0,22.0,21.0,56.0
Tabasco,2,Cárdenas,82,Santa Rosalía (Miguel Hidalgo 2da. Sección),088A,24.0,78.0,7.0,78.0,35.0,0.0,26.0,20.0,50.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,28.0,94.0,8.0,76.0,44.0,18.0,29.0,13.0,72.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,24.0,83.0,3.0,68.0,40.0,15.0,29.0,15.0,56.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,49.0,201.0,10.0,155.0,87.0,46.0,83.0,34.0,141.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,31.772851503188583,154.0,10.0,116.0,63.0,38.0,58.0,33.0,102.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,6.0,11.0,0.0,8.0,37.62184402468674,3.0,5.0,5.0,7.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,53.0,172.0,13.0,143.0,74.0,29.0,62.0,40.0,121.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,31.772851503188583,171.0,7.0,136.0,65.0,35.0,62.0,42.0,140.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,11.0,45.0,7.0,45.0,22.0,0.0,16.0,8.0,33.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,18.0,61.0,4.0,56.0,29.0,5.0,26.0,15.0,46.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,53.0,173.0,9.0,147.0,67.0,26.0,69.0,33.0,132.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,43.0,131.0,6.0,97.0,64.0,34.0,55.0,32.0,94.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,45.0,182.0,10.0,163.0,78.0,19.0,67.0,44.0,128.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,43.0,125.0,7.0,91.0,47.0,34.0,51.0,29.0,82.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,31.772851503188583,96.0,5.0,64.0,41.0,32.0,28.0,19.0,61.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,17.0,50.0,0.0,41.0,28.0,9.0,23.0,11.0,39.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,39.0,135.0,10.0,119.0,52.0,16.0,50.0,21.0,73.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,49.0,135.0,14.0,110.0,58.0,25.0,48.0,22.0,83.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,35.0,102.0,9.0,81.0,45.0,20.0,25.0,20.0,66.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,31.772851503188583,65.0,6.0,50.0,32.0,15.0,25.0,12.0,51.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,27.0,71.0,5.0,58.0,40.0,13.0,27.0,18.0,56.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,31.772851503188583,90.0,6.0,63.0,35.0,27.0,20.0,16.0,68.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,11.0,38.0,3.0,20.0,21.0,18.0,17.0,10.0,33.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,31.772851503188583,90.0,8.0,59.0,32.0,31.0,26.0,19.0,65.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,31.772851503188583,119.0,4.0,84.0,51.0,35.0,33.0,19.0,69.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,26.0,91.0,9.0,66.0,39.0,25.0,29.0,18.0,78.0
Tabasco,2,Cárdenas,87,Poblado C-33 20 de Noviembre,0682,22.0,81.0,6.0,60.0,35.0,21.0,34.0,19.0,49.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,48.0,171.0,10.0,167.0,72.0,4.0,81.0,34.0,133.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,44.0,179.0,12.0,161.0,73.0,18.0,81.0,41.0,141.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,53.0,182.0,9.0,177.0,85.0,5.0,79.0,40.0,119.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,36.0,152.0,5.0,150.0,67.0,9.906078158222744,70.0,33.0,124.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,31.772851503188583,58.0,4.0,53.0,28.0,5.0,28.0,14.0,39.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,31.772851503188583,111.0,9.0,101.0,39.0,10.0,48.0,23.0,92.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,29.0,76.0,5.0,74.0,41.0,9.906078158222744,31.0,8.0,59.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,31.772851503188583,104.0,5.0,94.0,48.0,10.0,54.0,26.0,75.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,24.0,102.0,9.0,92.0,43.0,10.0,37.0,20.0,75.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,31.772851503188583,47.0,0.0,44.0,20.0,3.0,31.0,5.0,38.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,4.0,11.0,0.0,79.1235484742101,4.0,9.906078158222744,7.0,4.0,8.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,14.0,53.0,5.0,43.0,19.0,10.0,15.0,8.0,47.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,31.772851503188583,30.0,0.0,27.0,17.0,3.0,15.0,8.0,25.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,15.0,46.0,0.0,38.0,16.0,8.0,20.0,7.0,23.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,31.772851503188583,41.0,0.0,35.0,19.0,6.0,13.0,9.0,20.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,31.772851503188583,11.0,0.0,11.0,4.0,0.0,4.0,3.0,10.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,31.772851503188583,31.0,0.0,26.0,12.0,5.0,17.0,5.0,18.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,3.0,12.0,0.0,7.0,5.0,5.0,10.0,4.0,5.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,31.772851503188583,36.0,3.0,33.0,18.0,3.0,15.0,9.0,22.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1093,10.0,28.0,3.0,25.0,12.0,3.0,12.0,6.0,21.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,56.0,180.0,12.0,169.0,84.0,11.0,93.0,24.0,149.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,58.0,200.0,6.0,171.0,96.0,29.0,112.0,28.0,170.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,40.0,124.0,6.0,113.0,54.0,11.0,72.0,14.0,84.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,39.0,121.0,13.0,108.0,49.0,13.0,53.0,22.0,93.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,28.0,112.0,3.0,104.0,47.0,8.0,57.0,21.0,99.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,31.772851503188583,128.0,5.0,122.0,61.0,6.0,76.0,30.0,91.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,43.0,162.0,11.0,152.0,62.0,10.0,85.0,37.0,105.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,31.772851503188583,123.0,7.0,120.0,58.0,3.0,73.0,28.0,101.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,21.0,67.0,3.0,63.0,37.0,4.0,37.0,15.0,53.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,20.0,44.0,5.0,44.0,22.0,0.0,29.0,5.0,40.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,31.772851503188583,16.0,0.0,13.0,8.0,3.0,8.0,13.429552281504792,16.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,21.0,70.0,3.0,46.0,24.0,24.0,28.0,15.0,51.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,10.0,39.0,4.0,27.0,14.0,12.0,9.0,6.0,23.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,31.772851503188583,42.0,3.0,41.0,22.0,9.906078158222744,21.0,8.0,30.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,5.0,22.0,0.0,17.0,11.0,5.0,16.0,5.0,17.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,4.0,12.0,0.0,79.1235484742101,8.0,0.0,8.0,4.0,6.0
Tabasco,2,Cárdenas,90,Poblado C-29 General Vicente Guerrero,1106,31.772851503188583,24.0,3.0,79.1235484742101,8.0,3.0,10.0,5.0,15.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,17.0,63.0,0.0,63.0,30.0,0.0,40.0,5.0,45.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,39.0,123.0,4.0,115.0,53.0,8.0,42.0,23.0,104.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,36.0,128.0,7.0,128.0,66.0,0.0,58.0,29.0,106.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,47.0,125.0,8.0,125.0,56.0,0.0,62.0,25.0,107.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,47.0,172.0,20.0,164.0,76.0,8.0,79.0,31.0,149.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,49.0,3.0,46.0,20.0,3.0,21.0,9.0,30.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,30.0,115.0,9.0,112.0,54.0,3.0,54.0,23.0,98.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,42.0,135.0,9.0,120.0,58.0,15.0,57.0,32.0,110.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,21.0,65.0,4.0,60.0,33.0,5.0,32.0,12.0,47.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,39.0,105.0,11.0,103.0,50.0,9.906078158222744,40.0,15.0,84.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,34.0,92.0,10.0,91.0,46.0,9.906078158222744,52.0,16.0,83.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,37.0,124.0,8.0,117.0,57.0,7.0,33.0,20.0,91.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,97.0,9.0,93.0,40.0,4.0,42.0,15.0,83.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,90.0,7.0,86.0,44.0,4.0,44.0,18.0,73.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,42.0,143.0,13.0,123.0,76.0,20.0,67.0,26.0,104.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,32.0,134.0,14.0,130.0,61.0,4.0,62.0,27.0,116.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,28.0,76.0,8.0,72.0,22.0,4.0,24.0,13.0,72.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,20.0,65.0,3.0,59.0,34.0,6.0,33.0,19.0,32.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,23.0,77.0,5.0,73.0,38.0,4.0,34.0,18.0,36.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,22.0,77.0,4.0,77.0,35.0,0.0,38.0,16.0,40.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,79.0,8.0,79.1235484742101,40.0,9.906078158222744,38.0,18.0,54.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,32.0,0.0,79.1235484742101,15.0,3.0,14.0,10.0,31.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,22.0,74.0,4.0,74.0,31.0,0.0,30.0,18.0,57.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,67.0,6.0,60.0,28.0,7.0,28.0,20.0,50.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,12.0,0.0,12.0,6.0,0.0,7.0,3.0,12.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,21.0,72.0,6.0,54.0,34.0,18.0,27.0,15.0,63.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,11.0,0.0,79.1235484742101,6.0,0.0,8.0,4.0,9.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,66.0,4.0,65.0,30.0,9.906078158222744,31.0,15.0,63.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,8.0,0.0,8.0,4.0,0.0,4.0,3.0,7.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,16.0,43.0,6.0,42.0,13.0,9.906078158222744,20.0,3.0,39.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,9.0,49.0,6.0,48.0,21.0,9.906078158222744,22.0,13.0,27.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,11.0,43.0,3.0,40.0,18.0,3.0,20.0,11.0,39.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,31.772851503188583,53.0,3.0,52.0,25.0,9.906078158222744,24.0,15.0,45.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,063A,8.0,40.0,4.0,39.0,22.0,9.906078158222744,15.0,9.0,30.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,120A,38.0,122.0,12.0,108.0,62.0,13.0,44.0,29.0,82.0
Tabasco,2,Cárdenas,96,Poblado C-20 Miguel Hidalgo y Costilla,120A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabasco,2,Cárdenas,97,Ingenio Presidente Benito Juárez,0748,10.0,53.0,3.0,53.0,22.0,0.0,21.0,11.0,47.0
Tabasco,2,Cárdenas,97,Ingenio Presidente Benito Juárez,0748,17.0,55.0,3.0,42.0,24.0,13.0,20.0,3.0,46.0
Tabasco,2,Cárdenas,97,Ingenio Presidente Benito Juárez,0748,9.0,29.0,0.0,24.0,13.0,5.0,13.0,7.0,26.0
Tabasco,2,Cárdenas,97,Ingenio Presidente Benito Juárez,0748,31.772851503188583,29.0,4.0,26.0,13.0,3.0,14.0,5.0,23.0
Tabasco,2,Cárdenas,97,Ingenio Presidente Benito Juárez,0748,6.0,21.0,0.0,21.0,10.0,0.0,10.0,3.0,19.0
Tabasco,2,Cárdenas,97,Ingenio Presidente Benito Juárez,0748,31.772851503188583,28.0,0.0,28.0,13.0,0.0,11.0,13.429552281504792,18.0
Tabasco,2,Cárdenas,97,Ingenio Presidente Benito Juárez,0748,17.0,58.0,3.0,44.0,27.0,14.0,25.0,5.0,52.0
