ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,Mujeres de 12-49,Poblacion Total,Poblacion de 0 a 5,Personas c/religion,Personas Casadas,Personas s/religion,Personas Ocupadas,Prom. Grado Escolar,Personas S/Internet,Personas C/Servicio de Salud
27,Tabasco,1,Balancán,1,Balancán,0401,5,38,110,9,97,46,13,60,11.53,16,80
27,Tabasco,1,Balancán,1,Balancán,0401,8,37,120,15,112,46,8,67,8.72,27,72
27,Tabasco,1,Balancán,1,Balancán,0401,9,24,87,13,76,26,11,40,10.98,18,46
27,Tabasco,1,Balancán,1,Balancán,0401,17,24,81,9,77,35,4,27,10.06,18,40
27,Tabasco,1,Balancán,1,Balancán,0401,18,15,56,7,51,26,5,27,10.05,14,39
27,Tabasco,1,Balancán,1,Balancán,0401,24,36,117,8,110,48,7,52,11.99,11,68
27,Tabasco,1,Balancán,1,Balancán,0401,25,35,126,14,123,49,3,56,10.38,26,121
27,Tabasco,1,Balancán,1,Balancán,0401,39,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0401,42,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0416,24,32,115,9,101,43,14,56,10.67,15,74
27,Tabasco,1,Balancán,1,Balancán,0416,32,25,80,4,68,42,6,64,10.88,7,55
27,Tabasco,1,Balancán,1,Balancán,0416,42,38,114,8,112,44,0,61,12.01,13,88
27,Tabasco,1,Balancán,1,Balancán,0416,43,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0416,45,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0416,46,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0420,5,11,50,8,41,19,9,24,12,4,43
27,Tabasco,1,Balancán,1,Balancán,0420,12,24,108,9,103,52,4,52,10.52,21,98
27,Tabasco,1,Balancán,1,Balancán,0420,15,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0420,25,54,187,13,179,89,7,92,8.41,50,181
27,Tabasco,1,Balancán,1,Balancán,0420,26,18,82,6,82,30,0,39,9.11,19,79
27,Tabasco,1,Balancán,1,Balancán,0420,36,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0420,43,62,194,14,187,79,7,96,10.49,26,173
27,Tabasco,1,Balancán,1,Balancán,0543,2,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0543,6,14,65,8,60,30,5,34,9.79,16,48
27,Tabasco,1,Balancán,1,Balancán,0543,11,88,295,26,255,110,40,133,9.68,63,181
27,Tabasco,1,Balancán,1,Balancán,0543,13,25,84,10,75,27,9,38,8.66,11,77
27,Tabasco,1,Balancán,1,Balancán,0543,14,37,121,14,104,55,17,61,10.07,21,71
27,Tabasco,1,Balancán,1,Balancán,0543,26,39,111,9,103,44,8,63,9.28,16,38
27,Tabasco,1,Balancán,1,Balancán,0558,2,45,156,13,135,66,21,107,10.65,22,120
27,Tabasco,1,Balancán,1,Balancán,0558,9,16,60,7,52,26,8,27,8.88,13,46
27,Tabasco,1,Balancán,1,Balancán,0558,19,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0558,20,45,140,20,131,61,9,64,10.88,15,70
27,Tabasco,1,Balancán,1,Balancán,0558,22,15,64,8,59,28,5,33,11,9,49
27,Tabasco,1,Balancán,1,Balancán,0558,23,44,126,14,119,50,7,63,13.48,11,100
27,Tabasco,1,Balancán,1,Balancán,0558,31,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0562,1,17,57,8,51,27,6,25,11.14,10,41
27,Tabasco,1,Balancán,1,Balancán,0562,4,16,56,7,42,26,14,27,10.69,12,37
27,Tabasco,1,Balancán,1,Balancán,0562,6,62,218,24,189,97,29,112,10.56,35,154
27,Tabasco,1,Balancán,1,Balancán,0562,7,68,225,23,189,96,36,95,10.81,30,155
27,Tabasco,1,Balancán,1,Balancán,0562,12,30,96,12,90,50,6,49,10.35,19,80
27,Tabasco,1,Balancán,1,Balancán,0632,4,40,125,17,109,66,16,64,8.59,29,97
27,Tabasco,1,Balancán,1,Balancán,0647,1,19,46,8,32,18,14,22,9.59,10,45
27,Tabasco,1,Balancán,1,Balancán,0647,2,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,069A,1,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,069A,2,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,069A,4,20,67,8,64,31,3,33,9.3,13,53
27,Tabasco,1,Balancán,1,Balancán,069A,9,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0717,8,6,23,4,20,12,3,12,8.53,5,21
27,Tabasco,1,Balancán,1,Balancán,0717,9,3,22,3,22,10,0,9,8.94,0,16
27,Tabasco,1,Balancán,1,Balancán,0721,2,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0721,8,11,34,7,25,13,9,14,10.04,7,24
27,Tabasco,1,Balancán,1,Balancán,0721,20,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0721,28,9,22,4,22,8,0,12,8.63,0,22
27,Tabasco,1,Balancán,1,Balancán,0721,43,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0736,1,4,17,0,17,8,0,7,12.36,0,17
27,Tabasco,1,Balancán,1,Balancán,0736,3,14,38,6,28,17,10,18,10.52,6,36
27,Tabasco,1,Balancán,1,Balancán,076A,3,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,076A,5,30,86,12,78,33,8,36,10.04,16,86
27,Tabasco,1,Balancán,1,Balancán,076A,6,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,1,Balancán,0774,1,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0577,26,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0581,2,8,34,4,29,13,5,18,8.52,8,25
27,Tabasco,1,Balancán,74,El Triunfo,0581,6,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0581,8,3,11,0,11,6,0,5,9.36,4,4
27,Tabasco,1,Balancán,74,El Triunfo,0581,14,24,73,10,67,27,6,47,11.04,6,36
27,Tabasco,1,Balancán,74,El Triunfo,0581,15,15,54,11,41,25,13,33,10.8,13,19
27,Tabasco,1,Balancán,74,El Triunfo,0581,20,20,70,8,63,20,7,36,7.96,12,54
27,Tabasco,1,Balancán,74,El Triunfo,0581,25,10,37,4,34,17,3,22,9.91,8,27
27,Tabasco,1,Balancán,74,El Triunfo,0596,1,10,59,7,55,30,4,39,8.24,13,54
27,Tabasco,1,Balancán,74,El Triunfo,0596,5,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0596,10,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0596,20,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0596,21,18,63,11,57,21,6,32,8.74,10,57
27,Tabasco,1,Balancán,74,El Triunfo,0596,22,12,42,8,37,18,5,18,12.11,8,36
27,Tabasco,1,Balancán,74,El Triunfo,0596,30,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0596,33,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0609,7,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0609,15,15,55,7,38,21,17,26,7.16,14,43
27,Tabasco,1,Balancán,74,El Triunfo,0609,17,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0609,29,11,32,5,19,15,13,15,7.76,6,28
27,Tabasco,1,Balancán,74,El Triunfo,0613,22,4,16,0,12,8,4,8,9.31,3,11
27,Tabasco,1,Balancán,74,El Triunfo,0613,23,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0628,6,0,9,0,9,4,0,6,6.89,3,5
27,Tabasco,1,Balancán,74,El Triunfo,0628,7,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0628,9,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0628,10,16,56,11,38,21,18,21,8.42,7,51
27,Tabasco,1,Balancán,74,El Triunfo,0628,17,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0628,18,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0628,19,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0628,27,5,36,5,32,14,4,17,8.54,5,28
27,Tabasco,1,Balancán,74,El Triunfo,0628,34,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0628,35,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0666,2,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,1,Balancán,74,El Triunfo,0666,3,21,73,9,54,31,17,25,6.45,14,32
27,Tabasco,2,Cárdenas,1,Cárdenas,0305,1,31,112,12,99,43,13,50,9.99,20,73
27,Tabasco,2,Cárdenas,1,Cárdenas,0305,4,4,11,0,11,7,0,8,13.1,0,8
27,Tabasco,2,Cárdenas,1,Cárdenas,0305,6,294,1355,110,1180,640,174,834,8.73,153,602
27,Tabasco,2,Cárdenas,1,Cárdenas,0305,23,95,314,37,302,140,12,133,9.05,64,269
27,Tabasco,2,Cárdenas,1,Cárdenas,0305,24,74,244,31,229,109,15,84,9.73,41,160
27,Tabasco,2,Cárdenas,1,Cárdenas,0305,26,41,157,16,143,72,14,73,8.68,36,120
27,Tabasco,2,Cárdenas,1,Cárdenas,0305,28,82,241,21,207,109,34,114,9,31,146
27,Tabasco,2,Cárdenas,1,Cárdenas,0305,31,34,92,8,73,42,19,46,10.57,17,48
27,Tabasco,2,Cárdenas,1,Cárdenas,0305,32,72,221,23,205,91,14,90,10.77,20,176
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,2,40,135,9,116,54,19,61,10.87,18,94
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,4,47,154,15,143,70,11,49,11.02,10,94
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,5,89,281,23,250,130,26,129,10.75,37,194
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,20,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,24,34,123,10,115,42,8,61,9.3,23,82
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,26,57,178,15,151,70,27,71,10.69,24,135
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,29,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,33,89,277,15,255,120,22,125,11.19,15,210
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,35,49,137,13,120,58,16,65,10.16,20,110
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,36,36,99,7,92,40,7,56,11.75,12,71
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,38,48,158,10,130,63,28,83,9.48,21,115
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,44,19,66,8,58,22,4,29,10.72,6,39
27,Tabasco,2,Cárdenas,1,Cárdenas,0377,47,27,87,8,78,37,7,41,11.17,9,57
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,2,47,145,11,132,53,13,68,10.53,10,107
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,5,8,29,3,29,12,0,15,9.35,7,16
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,8,31,112,9,96,45,16,48,9.06,20,77
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,10,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,11,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,12,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,23,9,39,0,35,17,4,24,10.77,8,22
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,26,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,32,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,34,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0381,36,30,115,8,98,51,17,58,10.63,14,81
27,Tabasco,2,Cárdenas,1,Cárdenas,0409,1,38,133,13,125,56,8,59,9.7,25,66
27,Tabasco,2,Cárdenas,1,Cárdenas,0409,5,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0409,8,35,126,8,106,47,20,73,8.43,25,61
27,Tabasco,2,Cárdenas,1,Cárdenas,0409,11,44,145,13,128,54,17,74,10.74,17,77
27,Tabasco,2,Cárdenas,1,Cárdenas,0409,24,31,107,13,80,50,27,57,9.61,17,57
27,Tabasco,2,Cárdenas,1,Cárdenas,0409,28,27,103,5,94,45,9,46,11.22,6,62
27,Tabasco,2,Cárdenas,1,Cárdenas,0432,1,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0432,14,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0432,15,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0432,16,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0432,17,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0432,30,55,186,9,183,82,3,100,10.87,20,125
27,Tabasco,2,Cárdenas,1,Cárdenas,0432,32,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0447,2,77,287,29,272,122,15,119,10.98,23,220
27,Tabasco,2,Cárdenas,1,Cárdenas,0447,3,107,384,31,346,155,38,176,10.42,49,289
27,Tabasco,2,Cárdenas,1,Cárdenas,0447,6,27,124,8,117,49,7,51,10.49,16,68
27,Tabasco,2,Cárdenas,1,Cárdenas,0447,14,34,126,11,122,53,4,61,10.81,16,84
27,Tabasco,2,Cárdenas,1,Cárdenas,0447,19,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0447,21,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0447,24,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0447,28,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0447,29,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0714,5,51,225,13,209,106,15,91,12.1,21,174
27,Tabasco,2,Cárdenas,1,Cárdenas,0714,6,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0714,8,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0714,24,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,3,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,4,40,126,6,118,55,8,52,12,4,97
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,6,125,409,37,377,178,32,198,10.75,45,276
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,7,42,128,9,120,49,8,58,10.51,12,73
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,8,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,13,20,82,14,69,37,13,23,10.93,7,59
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,14,117,370,32,334,153,36,172,11.28,28,246
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,15,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,21,82,237,13,207,98,30,124,11.26,23,170
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,24,62,206,22,171,75,35,94,9.41,30,117
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,27,18,61,4,51,23,10,30,11.83,6,36
27,Tabasco,2,Cárdenas,1,Cárdenas,0729,29,71,248,25,228,98,20,130,10.25,33,153
27,Tabasco,2,Cárdenas,1,Cárdenas,0733,2,66,275,26,269,112,6,133,10.17,42,174
27,Tabasco,2,Cárdenas,1,Cárdenas,0733,7,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0733,13,54,137,10,113,61,24,68,12.51,13,108
27,Tabasco,2,Cárdenas,1,Cárdenas,0733,16,91,267,25,252,112,15,117,12.69,19,181
27,Tabasco,2,Cárdenas,1,Cárdenas,0733,18,52,159,10,140,67,19,90,11.82,11,115
27,Tabasco,2,Cárdenas,1,Cárdenas,0733,19,74,201,21,186,80,11,104,12.38,13,166
27,Tabasco,2,Cárdenas,1,Cárdenas,0733,20,56,165,13,150,60,15,74,14.05,6,121
27,Tabasco,2,Cárdenas,1,Cárdenas,0733,21,163,507,46,459,230,48,229,10.88,50,392
27,Tabasco,2,Cárdenas,1,Cárdenas,0771,1,106,356,38,283,156,73,155,10.08,36,230
27,Tabasco,2,Cárdenas,1,Cárdenas,0771,3,48,156,9,124,78,32,97,10,16,107
27,Tabasco,2,Cárdenas,1,Cárdenas,0771,7,22,99,8,99,45,0,35,10.61,13,63
27,Tabasco,2,Cárdenas,1,Cárdenas,0771,22,3,11,0,8,6,3,10,12.55,0,4
27,Tabasco,2,Cárdenas,1,Cárdenas,0771,26,35,119,12,101,41,18,65,9.51,18,88
27,Tabasco,2,Cárdenas,1,Cárdenas,0771,30,19,58,11,55,27,3,24,11.89,9,38
27,Tabasco,2,Cárdenas,1,Cárdenas,0771,31,88,258,33,222,125,36,131,10.8,33,208
27,Tabasco,2,Cárdenas,1,Cárdenas,0786,5,245,783,63,714,346,69,353,11.84,55,518
27,Tabasco,2,Cárdenas,1,Cárdenas,0786,7,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0786,19,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0786,21,55,202,18,193,83,9,92,10.41,32,127
27,Tabasco,2,Cárdenas,1,Cárdenas,0786,22,33,116,6,110,53,6,39,10.82,9,82
27,Tabasco,2,Cárdenas,1,Cárdenas,0786,24,79,270,26,247,111,23,112,9.33,28,154
27,Tabasco,2,Cárdenas,1,Cárdenas,0786,28,27,84,11,80,29,4,30,9.76,11,64
27,Tabasco,2,Cárdenas,1,Cárdenas,0786,31,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0790,3,9,55,8,51,26,4,22,10.8,5,31
27,Tabasco,2,Cárdenas,1,Cárdenas,0790,12,63,239,24,226,103,13,87,11.92,15,177
27,Tabasco,2,Cárdenas,1,Cárdenas,0790,14,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0790,16,22,98,10,91,46,7,37,10.4,5,76
27,Tabasco,2,Cárdenas,1,Cárdenas,0790,17,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0790,24,29,117,10,101,61,16,44,9.93,16,77
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,4,170,616,39,565,262,50,302,10.77,84,345
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,5,46,136,11,121,70,15,85,10.14,17,69
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,8,61,234,23,205,104,29,150,10.23,34,149
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,9,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,11,70,259,24,230,101,29,114,10.59,30,158
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,14,48,147,14,122,44,25,71,10.02,23,68
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,15,51,165,19,150,66,15,66,10.43,22,94
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,16,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,17,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,23,25,73,7,61,34,12,32,10.67,9,41
27,Tabasco,2,Cárdenas,1,Cárdenas,0803,25,55,180,16,161,78,19,96,10.36,20,113
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,1,28,87,10,72,32,13,37,10.19,8,44
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,2,47,136,10,112,51,23,60,10.12,15,87
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,5,51,164,18,128,75,36,70,10.46,18,146
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,7,28,82,8,61,36,21,40,11,9,61
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,8,73,297,27,255,123,42,145,9.3,50,201
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,9,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,12,85,276,26,236,111,38,143,10.46,39,170
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,13,21,58,8,47,21,10,25,7.55,12,20
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,19,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,20,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,26,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0818,40,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0983,4,26,99,9,87,46,12,54,12.23,4,79
27,Tabasco,2,Cárdenas,1,Cárdenas,0983,6,56,195,19,179,84,16,91,10.11,20,148
27,Tabasco,2,Cárdenas,1,Cárdenas,0983,10,31,83,11,78,36,5,41,10.39,9,52
27,Tabasco,2,Cárdenas,1,Cárdenas,0983,13,57,189,11,166,80,23,104,9.81,33,101
27,Tabasco,2,Cárdenas,1,Cárdenas,0983,15,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0983,17,55,155,23,146,71,9,66,9.9,19,100
27,Tabasco,2,Cárdenas,1,Cárdenas,0983,19,59,180,11,152,78,28,107,10.45,18,128
27,Tabasco,2,Cárdenas,1,Cárdenas,0983,24,48,146,9,130,50,16,63,10.8,11,120
27,Tabasco,2,Cárdenas,1,Cárdenas,0983,27,16,53,7,37,23,16,22,9.31,10,40
27,Tabasco,2,Cárdenas,1,Cárdenas,0983,28,20,68,12,58,26,10,24,8.43,6,45
27,Tabasco,2,Cárdenas,1,Cárdenas,0998,1,82,265,21,239,117,26,129,10.4,15,165
27,Tabasco,2,Cárdenas,1,Cárdenas,0998,4,106,346,23,281,142,65,176,10,85,233
27,Tabasco,2,Cárdenas,1,Cárdenas,0998,9,76,236,16,194,98,42,99,10.24,18,144
27,Tabasco,2,Cárdenas,1,Cárdenas,0998,11,44,155,17,148,53,7,71,10.03,22,96
27,Tabasco,2,Cárdenas,1,Cárdenas,0998,13,84,266,18,220,114,46,125,11.35,33,182
27,Tabasco,2,Cárdenas,1,Cárdenas,0998,24,40,127,12,115,55,12,55,9.42,27,75
27,Tabasco,2,Cárdenas,1,Cárdenas,0998,34,44,158,16,146,58,12,66,10.69,8,138
27,Tabasco,2,Cárdenas,1,Cárdenas,0998,38,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,0998,39,52,180,15,155,89,25,75,10.07,18,126
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,1,218,619,41,543,275,76,367,11.54,56,498
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,2,271,864,91,846,408,17,418,10.29,121,628
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,4,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,8,5,21,0,21,12,0,6,10.12,0,20
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,15,59,187,21,178,78,9,82,10.76,18,113
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,16,39,114,11,114,50,0,48,10.18,12,71
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,18,23,63,8,58,27,5,28,10.78,7,48
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,20,56,167,20,152,61,15,65,10.17,19,116
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,24,20,64,8,57,34,7,19,9.85,6,53
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,28,4,16,0,16,4,0,10,12.44,0,14
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,33,56,177,28,156,90,21,81,11.99,19,134
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,34,56,178,20,146,59,32,75,9.34,33,129
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,39,14,36,0,36,24,0,28,11,16,30
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,44,117,397,42,333,171,64,221,10.7,44,246
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,48,3,12,3,12,4,0,6,10.75,0,12
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,50,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,53,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,1002,54,72,256,16,248,117,8,90,11.93,15,194
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,1,202,618,52,539,258,79,223,10.22,52,354
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,2,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,6,32,81,8,72,31,9,33,12.75,6,70
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,7,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,8,16,72,8,64,29,8,29,11.52,5,65
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,10,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,11,15,47,7,38,17,9,31,11.25,3,30
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,12,26,91,8,84,35,7,48,9.45,7,65
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,21,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,24,43,151,9,114,67,37,69,9.82,26,122
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,32,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,1017,38,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,2,Cárdenas,1,Cárdenas,1021,1,0,0,0,0,0,0,0,0.00,0,0
