ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,Mujeres de 12-49,Poblacion Total,Poblacion de 0 a 5,Personas c/religion,Personas Casadas,Personas s/religion,Personas Ocupadas,Prom. Grado Escolar,Personas S/Internet,Personas C/Servicio de Salud
27,Tabasco,4,Centro,1,Villahermosa,0827,5,105,326,22,298,124,28,189,11.19,52,197
27,Tabasco,4,Centro,1,Villahermosa,0827,8,26,114,10,108,53,6,69,12.96,6,78
27,Tabasco,4,Centro,1,Villahermosa,0827,12,77,268,15,231,96,37,146,12.64,15,217
27,Tabasco,4,Centro,1,Villahermosa,0827,13,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0827,16,107,317,21,302,125,15,170,10.85,32,182
27,Tabasco,4,Centro,1,Villahermosa,0827,22,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0827,28,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0827,41,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0827,42,93,298,23,265,123,33,221,11.47,27,177
27,Tabasco,4,Centro,1,Villahermosa,0831,1,120,357,23,317,128,40,158,11.39,16,225
27,Tabasco,4,Centro,1,Villahermosa,0831,4,105,356,22,319,124,37,165,12.04,32,242
27,Tabasco,4,Centro,1,Villahermosa,0831,6,96,306,23,279,124,23,156,11.96,21,239
27,Tabasco,4,Centro,1,Villahermosa,0831,7,34,116,8,102,42,13,57,12.59,6,64
27,Tabasco,4,Centro,1,Villahermosa,0831,9,55,198,14,181,83,17,110,11.48,35,161
27,Tabasco,4,Centro,1,Villahermosa,0831,11,141,514,32,475,219,38,262,11.79,30,429
27,Tabasco,4,Centro,1,Villahermosa,0831,14,77,259,19,228,106,31,130,12.57,23,167
27,Tabasco,4,Centro,1,Villahermosa,0831,15,43,131,7,122,50,9,56,11.9,7,89
27,Tabasco,4,Centro,1,Villahermosa,0831,16,81,270,19,250,99,20,119,12.82,15,200
27,Tabasco,4,Centro,1,Villahermosa,0831,21,57,194,10,183,81,11,89,12.31,13,147
27,Tabasco,4,Centro,1,Villahermosa,0831,35,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0831,37,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0831,38,5,13,0,13,6,0,6,12.25,0,13
27,Tabasco,4,Centro,1,Villahermosa,0831,39,3,11,0,11,6,0,6,13.73,0,7
27,Tabasco,4,Centro,1,Villahermosa,0831,41,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0831,50,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0846,15,163,509,35,486,238,23,246,12.04,13,348
27,Tabasco,4,Centro,1,Villahermosa,0846,23,164,590,27,571,252,19,303,12.25,17,444
27,Tabasco,4,Centro,1,Villahermosa,0846,34,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0850,1,363,1233,105,1123,523,110,629,10.92,129,886
27,Tabasco,4,Centro,1,Villahermosa,0850,11,126,429,27,409,196,20,212,12.24,23,346
27,Tabasco,4,Centro,1,Villahermosa,0850,16,66,233,22,213,105,17,94,10.97,30,134
27,Tabasco,4,Centro,1,Villahermosa,0850,17,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0850,23,56,178,18,174,79,4,82,10.03,16,132
27,Tabasco,4,Centro,1,Villahermosa,0850,24,94,316,26,299,137,17,170,10.55,33,252
27,Tabasco,4,Centro,1,Villahermosa,0850,26,69,221,24,216,88,5,110,9.88,30,183
27,Tabasco,4,Centro,1,Villahermosa,0850,28,11,46,3,43,22,3,31,15.62,0,36
27,Tabasco,4,Centro,1,Villahermosa,087A,1,46,190,9,177,76,12,108,9.47,31,140
27,Tabasco,4,Centro,1,Villahermosa,087A,5,125,398,30,356,149,42,199,10.69,56,360
27,Tabasco,4,Centro,1,Villahermosa,087A,6,60,218,18,181,95,37,115,10.84,20,147
27,Tabasco,4,Centro,1,Villahermosa,087A,7,38,122,10,109,41,13,49,10.24,11,52
27,Tabasco,4,Centro,1,Villahermosa,087A,8,116,378,40,339,161,39,185,11.16,45,274
27,Tabasco,4,Centro,1,Villahermosa,087A,9,198,674,54,634,273,39,323,11.97,55,479
27,Tabasco,4,Centro,1,Villahermosa,087A,10,157,514,49,464,215,49,256,10.63,61,422
27,Tabasco,4,Centro,1,Villahermosa,087A,11,147,527,52,473,243,53,258,10.78,70,371
27,Tabasco,4,Centro,1,Villahermosa,087A,12,47,142,10,125,58,14,70,10.85,16,108
27,Tabasco,4,Centro,1,Villahermosa,087A,13,278,955,69,860,371,95,514,11.02,87,705
27,Tabasco,4,Centro,1,Villahermosa,087A,14,73,227,18,204,91,23,120,9.75,35,150
27,Tabasco,4,Centro,1,Villahermosa,087A,15,55,172,12,161,58,10,78,12.13,9,139
27,Tabasco,4,Centro,1,Villahermosa,087A,18,45,140,14,133,60,7,62,13.43,5,111
27,Tabasco,4,Centro,1,Villahermosa,087A,20,83,289,21,277,118,11,138,10.37,29,204
27,Tabasco,4,Centro,1,Villahermosa,087A,21,68,221,15,203,94,18,109,10.45,32,124
27,Tabasco,4,Centro,1,Villahermosa,087A,24,15,63,0,58,30,5,41,13.16,4,50
27,Tabasco,4,Centro,1,Villahermosa,087A,40,3,15,0,11,6,4,5,12.23,0,13
27,Tabasco,4,Centro,1,Villahermosa,087A,49,56,197,15,171,81,26,104,12.13,13,150
27,Tabasco,4,Centro,1,Villahermosa,087A,50,46,146,11,143,55,3,67,10.67,17,94
27,Tabasco,4,Centro,1,Villahermosa,0884,3,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0884,4,40,127,11,104,38,18,51,10.36,14,74
27,Tabasco,4,Centro,1,Villahermosa,0884,6,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0884,7,51,139,12,132,57,7,63,11,14,98
27,Tabasco,4,Centro,1,Villahermosa,0884,8,58,223,11,218,86,0,120,12.83,26,215
27,Tabasco,4,Centro,1,Villahermosa,0884,9,29,104,10,99,43,5,52,12.43,9,78
27,Tabasco,4,Centro,1,Villahermosa,0884,11,56,182,14,165,70,13,77,9.97,17,138
27,Tabasco,4,Centro,1,Villahermosa,0884,14,83,265,17,249,95,12,121,11.16,26,200
27,Tabasco,4,Centro,1,Villahermosa,0884,17,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0884,18,93,310,31,299,125,11,149,11.5,28,304
27,Tabasco,4,Centro,1,Villahermosa,0884,26,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0884,27,20,95,11,81,33,14,44,10.34,13,79
27,Tabasco,4,Centro,1,Villahermosa,0884,28,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0884,30,63,189,15,161,69,28,84,11.28,21,155
27,Tabasco,4,Centro,1,Villahermosa,0884,33,98,340,24,322,116,18,163,10.08,51,320
27,Tabasco,4,Centro,1,Villahermosa,0884,35,73,241,23,230,90,11,110,12.23,20,172
27,Tabasco,4,Centro,1,Villahermosa,0884,39,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0899,2,126,378,29,355,143,23,205,11.59,30,273
27,Tabasco,4,Centro,1,Villahermosa,0899,4,84,245,26,236,91,9,122,10.41,37,162
27,Tabasco,4,Centro,1,Villahermosa,0899,8,35,130,11,122,48,3,60,11.42,4,101
27,Tabasco,4,Centro,1,Villahermosa,0899,9,135,484,36,450,190,31,249,11.31,53,358
27,Tabasco,4,Centro,1,Villahermosa,0899,10,42,158,13,151,61,7,98,12.19,11,108
27,Tabasco,4,Centro,1,Villahermosa,0899,12,56,195,18,179,71,16,110,10.16,25,145
27,Tabasco,4,Centro,1,Villahermosa,0899,20,142,475,41,447,188,28,219,10.24,63,366
27,Tabasco,4,Centro,1,Villahermosa,0899,22,25,91,12,87,44,4,52,12.46,12,77
27,Tabasco,4,Centro,1,Villahermosa,0899,25,50,163,18,132,73,27,92,9.47,31,108
27,Tabasco,4,Centro,1,Villahermosa,0899,31,67,212,15,194,101,18,102,11.41,14,160
27,Tabasco,4,Centro,1,Villahermosa,0899,47,25,90,10,83,38,7,51,11.7,7,72
27,Tabasco,4,Centro,1,Villahermosa,0916,2,22,70,7,65,26,5,37,12.54,11,53
27,Tabasco,4,Centro,1,Villahermosa,0916,3,169,620,52,556,263,62,296,10.56,79,444
27,Tabasco,4,Centro,1,Villahermosa,0916,5,59,208,14,186,74,22,118,10.55,31,177
27,Tabasco,4,Centro,1,Villahermosa,0916,6,75,278,27,268,109,10,153,11.1,21,190
27,Tabasco,4,Centro,1,Villahermosa,0916,7,95,319,36,301,132,18,165,11.26,40,200
27,Tabasco,4,Centro,1,Villahermosa,0916,8,54,141,12,137,57,3,65,13.14,7,110
27,Tabasco,4,Centro,1,Villahermosa,0916,10,63,200,18,166,80,22,141,11.34,23,161
27,Tabasco,4,Centro,1,Villahermosa,0916,11,178,584,42,530,278,37,366,11.64,53,452
27,Tabasco,4,Centro,1,Villahermosa,0916,15,76,261,19,257,100,4,146,10.27,34,208
27,Tabasco,4,Centro,1,Villahermosa,0916,20,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,21,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,22,76,250,19,210,102,30,175,10.72,31,184
27,Tabasco,4,Centro,1,Villahermosa,0916,27,58,234,11,204,110,30,137,11.69,33,168
27,Tabasco,4,Centro,1,Villahermosa,0916,33,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,34,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,37,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,38,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,39,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,41,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,42,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,43,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,48,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,52,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,53,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,54,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,55,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,56,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,58,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0916,59,168,492,43,442,218,49,267,14.08,30,383
27,Tabasco,4,Centro,1,Villahermosa,0920,5,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0920,11,44,137,11,131,57,6,77,9.49,16,93
27,Tabasco,4,Centro,1,Villahermosa,0920,14,15,47,6,42,20,5,24,9.55,7,36
27,Tabasco,4,Centro,1,Villahermosa,0920,15,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0920,16,38,136,14,116,53,20,71,9.95,24,104
27,Tabasco,4,Centro,1,Villahermosa,0920,19,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,0920,23,34,115,4,101,45,14,62,12.11,11,86
27,Tabasco,4,Centro,1,Villahermosa,0920,26,27,96,9,83,44,13,35,10.33,11,89
27,Tabasco,4,Centro,1,Villahermosa,0920,30,31,93,8,87,25,6,59,9.82,12,82
27,Tabasco,4,Centro,1,Villahermosa,0920,33,29,98,12,94,46,4,45,10.89,14,74
27,Tabasco,4,Centro,1,Villahermosa,0920,34,59,228,19,186,86,30,104,10.53,27,124
27,Tabasco,4,Centro,1,Villahermosa,0920,42,49,143,8,135,62,8,63,10.49,16,103
27,Tabasco,4,Centro,1,Villahermosa,0920,46,22,84,11,76,41,8,37,10.37,7,66
27,Tabasco,4,Centro,1,Villahermosa,0920,47,4,14,0,9,4,5,10,9.64,3,11
27,Tabasco,4,Centro,1,Villahermosa,0920,48,27,87,8,60,33,12,34,10.02,10,44
27,Tabasco,4,Centro,1,Villahermosa,105A,1,462,1483,163,1267,596,210,724,10.18,191,916
27,Tabasco,4,Centro,1,Villahermosa,105A,2,36,109,9,100,56,9,54,10.16,19,77
27,Tabasco,4,Centro,1,Villahermosa,105A,4,65,180,17,157,73,23,100,9.43,19,110
27,Tabasco,4,Centro,1,Villahermosa,105A,8,57,180,14,174,56,6,98,10.82,19,139
27,Tabasco,4,Centro,1,Villahermosa,105A,10,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,105A,11,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,105A,12,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,105A,14,21,74,8,69,36,5,50,9.15,18,50
27,Tabasco,4,Centro,1,Villahermosa,105A,16,68,200,13,193,86,5,158,10.61,34,147
27,Tabasco,4,Centro,1,Villahermosa,105A,17,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,105A,18,109,365,43,313,164,52,199,10.18,41,261
27,Tabasco,4,Centro,1,Villahermosa,105A,29,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,105A,31,40,141,11,113,61,28,74,10.21,18,91
27,Tabasco,4,Centro,1,Villahermosa,105A,32,155,523,46,491,221,31,259,10.18,71,306
27,Tabasco,4,Centro,1,Villahermosa,105A,33,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,105A,36,33,97,15,92,46,5,50,9.49,28,41
27,Tabasco,4,Centro,1,Villahermosa,105A,38,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,105A,39,10,30,4,25,14,5,20,10.5,3,14
27,Tabasco,4,Centro,1,Villahermosa,105A,43,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,105A,51,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,105A,53,273,834,85,763,352,68,414,10.04,133,521
27,Tabasco,4,Centro,1,Villahermosa,105A,55,49,177,15,159,72,18,96,9.89,26,110
27,Tabasco,4,Centro,1,Villahermosa,105A,57,32,90,11,82,39,8,43,11.05,9,45
27,Tabasco,4,Centro,1,Villahermosa,105A,58,65,189,16,161,73,28,106,8.45,28,120
27,Tabasco,4,Centro,1,Villahermosa,1079,4,12,73,8,69,32,4,35,14.51,0,56
27,Tabasco,4,Centro,1,Villahermosa,1079,6,7,24,0,24,12,0,11,15.22,0,23
27,Tabasco,4,Centro,1,Villahermosa,1079,7,72,306,18,281,154,24,170,13.63,6,226
27,Tabasco,4,Centro,1,Villahermosa,1079,9,13,44,5,40,26,4,22,15.32,0,44
27,Tabasco,4,Centro,1,Villahermosa,1079,12,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1079,15,30,115,8,102,41,13,48,12.75,4,98
27,Tabasco,4,Centro,1,Villahermosa,1079,18,34,126,8,116,60,10,61,14.07,3,113
27,Tabasco,4,Centro,1,Villahermosa,1079,40,5,17,0,14,8,3,6,12.75,0,15
27,Tabasco,4,Centro,1,Villahermosa,1083,11,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1083,12,60,204,20,182,82,22,100,10.83,23,149
27,Tabasco,4,Centro,1,Villahermosa,1083,14,138,426,37,378,177,47,231,11.35,46,343
27,Tabasco,4,Centro,1,Villahermosa,1083,15,43,144,16,137,58,7,60,8.85,16,103
27,Tabasco,4,Centro,1,Villahermosa,1083,17,111,391,34,363,159,23,193,12.33,28,279
27,Tabasco,4,Centro,1,Villahermosa,1083,19,238,768,72,702,309,65,362,11.36,50,616
27,Tabasco,4,Centro,1,Villahermosa,1083,23,43,167,11,160,73,7,77,12.12,6,132
27,Tabasco,4,Centro,1,Villahermosa,1083,25,45,172,12,167,76,5,82,11.99,9,133
27,Tabasco,4,Centro,1,Villahermosa,1083,26,62,195,16,184,78,11,90,12.47,6,150
27,Tabasco,4,Centro,1,Villahermosa,1083,28,123,372,35,331,133,41,242,10.94,50,262
27,Tabasco,4,Centro,1,Villahermosa,1083,31,46,147,12,136,61,11,59,11.41,8,100
27,Tabasco,4,Centro,1,Villahermosa,1083,33,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1083,37,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1083,38,70,241,29,225,95,16,118,10.72,15,171
27,Tabasco,4,Centro,1,Villahermosa,1083,40,51,135,9,126,58,9,70,12.39,8,118
27,Tabasco,4,Centro,1,Villahermosa,1083,41,75,246,23,221,121,25,132,11.01,16,179
27,Tabasco,4,Centro,1,Villahermosa,1098,3,111,363,31,323,158,38,177,10.67,39,289
27,Tabasco,4,Centro,1,Villahermosa,1098,5,482,1507,115,1483,655,23,802,10.84,198,1164
27,Tabasco,4,Centro,1,Villahermosa,1098,8,21,81,9,70,29,11,42,9.22,7,70
27,Tabasco,4,Centro,1,Villahermosa,1098,11,8,26,4,22,10,0,14,8.67,5,17
27,Tabasco,4,Centro,1,Villahermosa,1098,15,47,163,11,146,63,17,80,10.14,18,121
27,Tabasco,4,Centro,1,Villahermosa,1098,16,97,329,20,285,142,43,184,10.13,49,193
27,Tabasco,4,Centro,1,Villahermosa,1098,17,33,109,12,92,32,7,50,10.51,10,76
27,Tabasco,4,Centro,1,Villahermosa,1098,19,28,95,3,76,42,15,49,11.15,12,64
27,Tabasco,4,Centro,1,Villahermosa,1098,20,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1098,21,124,402,28,352,162,50,221,10.88,48,301
27,Tabasco,4,Centro,1,Villahermosa,1098,24,209,683,54,624,255,58,338,11.05,79,494
27,Tabasco,4,Centro,1,Villahermosa,1098,38,5,14,0,14,8,0,10,13.85,0,7
27,Tabasco,4,Centro,1,Villahermosa,1098,48,59,200,14,191,94,9,100,11.97,17,152
27,Tabasco,4,Centro,1,Villahermosa,1098,49,123,399,24,328,157,45,218,9.65,62,303
27,Tabasco,4,Centro,1,Villahermosa,1098,50,48,139,9,112,52,11,56,9.29,21,78
27,Tabasco,4,Centro,1,Villahermosa,1098,54,12,44,4,31,22,4,24,10.6,9,36
27,Tabasco,4,Centro,1,Villahermosa,1098,55,16,52,3,44,16,7,31,7.81,10,40
27,Tabasco,4,Centro,1,Villahermosa,1100,1,76,238,26,205,82,33,112,9.93,18,159
27,Tabasco,4,Centro,1,Villahermosa,1100,2,60,211,19,199,78,12,80,9.05,31,204
27,Tabasco,4,Centro,1,Villahermosa,1100,3,56,199,15,184,77,14,100,10.8,24,164
27,Tabasco,4,Centro,1,Villahermosa,1100,6,29,95,6,84,39,11,51,10.66,18,81
27,Tabasco,4,Centro,1,Villahermosa,1100,12,81,299,35,269,126,30,143,9.35,41,212
27,Tabasco,4,Centro,1,Villahermosa,1100,13,7,22,0,16,7,6,14,12.64,0,20
27,Tabasco,4,Centro,1,Villahermosa,1100,17,44,152,13,148,34,4,39,8.7,31,135
27,Tabasco,4,Centro,1,Villahermosa,1100,18,58,184,12,163,74,21,90,10.4,25,134
27,Tabasco,4,Centro,1,Villahermosa,1100,23,34,119,9,114,44,5,54,11.61,9,96
27,Tabasco,4,Centro,1,Villahermosa,1100,27,58,193,15,161,85,32,92,10.92,35,161
27,Tabasco,4,Centro,1,Villahermosa,1100,33,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1100,35,86,269,16,232,134,37,135,13.14,19,225
27,Tabasco,4,Centro,1,Villahermosa,1100,36,24,83,6,75,36,8,48,9.06,17,65
27,Tabasco,4,Centro,1,Villahermosa,1100,48,3,13,0,13,8,0,7,16.25,0,11
27,Tabasco,4,Centro,1,Villahermosa,1115,7,70,247,24,225,116,22,158,10.69,27,178
27,Tabasco,4,Centro,1,Villahermosa,1115,8,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1115,13,5,16,0,12,8,4,7,11.38,3,12
27,Tabasco,4,Centro,1,Villahermosa,1115,17,98,298,23,277,129,21,168,10.85,28,223
27,Tabasco,4,Centro,1,Villahermosa,1115,21,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1115,28,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1115,29,92,305,24,275,102,29,152,10.39,25,227
27,Tabasco,4,Centro,1,Villahermosa,1115,30,74,226,12,215,91,11,121,10.55,25,127
27,Tabasco,4,Centro,1,Villahermosa,1115,36,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1134,1,296,1030,61,931,441,92,527,13.38,39,749
27,Tabasco,4,Centro,1,Villahermosa,1134,23,6,15,0,15,7,0,12,15.43,0,10
27,Tabasco,4,Centro,1,Villahermosa,1134,27,52,196,13,187,84,9,101,12.83,9,144
27,Tabasco,4,Centro,1,Villahermosa,1134,52,50,152,11,129,60,23,81,11.99,10,121
27,Tabasco,4,Centro,1,Villahermosa,1149,14,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1149,15,59,175,10,156,83,19,85,14.22,5,126
27,Tabasco,4,Centro,1,Villahermosa,1149,24,19,49,6,45,21,4,17,9.87,4,48
27,Tabasco,4,Centro,1,Villahermosa,1149,29,224,779,50,705,336,74,530,12.83,44,592
27,Tabasco,4,Centro,1,Villahermosa,1153,1,221,740,63,640,325,56,365,12.1,50,568
27,Tabasco,4,Centro,1,Villahermosa,1153,2,47,173,22,159,87,14,96,10.01,21,105
27,Tabasco,4,Centro,1,Villahermosa,1153,23,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1153,32,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1153,33,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1153,42,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1153,43,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1153,46,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1153,54,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1153,55,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1153,58,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1153,61,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1172,4,119,552,15,515,257,36,180,14.15,20,445
27,Tabasco,4,Centro,1,Villahermosa,1172,15,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1172,18,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1172,28,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1172,43,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1172,44,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1172,48,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1172,49,3,14,0,14,6,0,12,12.17,0,12
27,Tabasco,4,Centro,1,Villahermosa,1187,4,31,83,7,83,35,0,41,12.94,3,65
27,Tabasco,4,Centro,1,Villahermosa,1187,8,32,103,8,99,40,4,44,12.8,6,90
27,Tabasco,4,Centro,1,Villahermosa,1187,30,35,99,8,99,40,0,45,11.99,6,75
27,Tabasco,4,Centro,1,Villahermosa,1187,42,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1191,1,27,94,6,90,38,4,44,12.47,3,66
27,Tabasco,4,Centro,1,Villahermosa,1191,5,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1191,8,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1191,17,40,148,15,143,63,5,70,11.53,10,118
27,Tabasco,4,Centro,1,Villahermosa,1191,18,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1191,19,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1191,20,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1191,33,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1191,34,29,93,5,89,47,4,55,12.61,5,65
27,Tabasco,4,Centro,1,Villahermosa,1204,5,39,118,9,114,50,4,56,10.14,6,65
27,Tabasco,4,Centro,1,Villahermosa,1204,9,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1204,13,38,126,10,122,53,4,62,11.53,9,83
27,Tabasco,4,Centro,1,Villahermosa,1204,16,37,112,9,106,39,6,54,12.21,8,76
27,Tabasco,4,Centro,1,Villahermosa,1204,32,10,25,4,20,10,5,13,15.26,0,19
27,Tabasco,4,Centro,1,Villahermosa,1204,39,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1219,3,40,140,13,133,51,7,68,10.9,13,115
27,Tabasco,4,Centro,1,Villahermosa,1219,9,26,85,8,76,37,9,42,8.89,7,66
27,Tabasco,4,Centro,1,Villahermosa,1219,10,29,92,12,85,34,7,47,11.18,8,75
27,Tabasco,4,Centro,1,Villahermosa,1219,20,26,91,11,85,44,6,47,12.1,8,64
27,Tabasco,4,Centro,1,Villahermosa,1219,22,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1219,23,22,92,8,88,37,4,50,12.21,7,66
27,Tabasco,4,Centro,1,Villahermosa,1219,25,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1219,26,47,167,20,153,75,14,78,12.08,14,133
27,Tabasco,4,Centro,1,Villahermosa,1219,30,29,103,15,88,48,15,45,8.75,19,77
27,Tabasco,4,Centro,1,Villahermosa,1219,32,25,83,12,77,35,6,42,10.44,5,70
27,Tabasco,4,Centro,1,Villahermosa,1219,38,0,0,0,0,0,0,0,0.00,0,0
27,Tabasco,4,Centro,1,Villahermosa,1223,1,75,288,14,278,162,9,152,14.06,0,252
27,Tabasco,4,Centro,1,Villahermosa,1223,3,116,411,22,373,208,36,232,14.8,5,312
27,Tabasco,4,Centro,1,Villahermosa,1223,12,0,5,0,5,4,0,4,15.8,0,5
