,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,Poblacion Total,Mujeres de 12-49,Poblacion de 0 a 5,Personas Casadas,Personas c/religion,Personas s/religion,Personas Ocupadas,Prom. Grado Escolar,Personas S/Internet,Personas C/Servicio de Salud
12179,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1316,221,56,11,73,188,32,133,12.49,9,181
12185,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1316,0,0,0,0,0,0,0,0.00,0,0
12195,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,214,59,27,79,207,7,117,9.44,14,170
12198,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,140,43,17,64,129,11,72,9.75,3,101
12200,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,133,36,12,56,121,12,59,8.26,10,106
12202,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,0,0,0,0,0,0,0,0.00,0,0
12204,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,130,42,13,46,125,5,53,8.68,8,100
12205,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,568,181,71,223,540,25,260,9.35,20,415
12207,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,146,44,21,58,141,5,60,8.24,7,101
12209,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,92,35,7,41,87,5,39,9.06,8,65
12210,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,137,46,14,51,132,0,62,8.89,4,92
12218,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,0,0,0,0,0,0,0,0.00,0,0
12220,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,0,0,0,0,0,0,0,0.00,0,0
12222,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,370,120,25,143,319,46,189,11.82,10,300
12223,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,186,65,15,75,167,19,76,8.95,8,130
12224,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,154,43,8,65,141,13,72,8.43,4,98
12229,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,124,37,11,48,113,11,70,9.97,6,95
12239,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,0,0,0,0,0,0,0,0.00,0,0
12241,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,0,0,0,0,0,0,0,0.00,0,0
12242,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,0,0,0,0,0,0,0,0.00,0,0
12243,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,0,0,0,0,0,0,0,0.00,0,0
12244,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1354,0,0,0,0,0,0,0,0.00,0,0
12248,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1373,121,38,15,49,104,17,68,9.74,7,90
12249,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1373,121,39,13,50,107,14,63,7.34,5,98
12250,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1373,87,27,7,28,84,3,51,8.48,8,75
12251,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1373,118,33,6,52,118,0,77,8.62,13,108
12253,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1373,130,37,14,54,122,5,68,7.62,8,90
12258,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1373,118,34,9,53,118,0,73,8.13,6,113
12272,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1373,0,0,0,0,0,0,0,0.00,0,0
12274,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1373,106,31,12,44,96,10,58,8.77,6,84
12275,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1373,158,38,22,71,154,4,85,7.25,7,150
12279,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1373,109,32,15,41,109,0,58,8.04,6,92
12291,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1388,84,25,8,30,79,5,50,8.35,5,56
12299,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1388,108,27,14,44,103,5,51,9.07,4,76
12301,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1388,86,29,9,31,77,9,53,8.98,0,63
12307,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1388,0,0,0,0,0,0,0,0.00,0,0
12316,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,114,30,14,42,108,6,60,7.62,9,97
12317,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,220,61,31,99,211,9,97,8.57,10,150
12321,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,133,37,15,62,125,8,74,8.35,9,112
12326,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,96,29,8,33,91,5,66,8.52,6,82
12328,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,66,22,7,23,61,5,25,8,4,46
12330,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,90,19,14,38,78,12,50,7.27,4,65
12333,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,100,25,8,48,76,24,50,8.41,8,50
12334,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,174,53,14,75,165,9,91,7.61,5,110
12337,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,125,36,17,51,113,12,51,8.47,7,109
12340,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,150,43,18,59,140,10,70,8.06,6,127
12343,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1392,94,29,10,42,88,6,58,8.66,9,80
12356,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1405,212,54,19,89,199,9,101,9.54,10,170
12373,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1405,625,228,45,243,507,117,405,14.71,12,520
12374,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1405,123,40,11,51,123,0,64,9.02,8,96
12376,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1405,85,23,4,23,78,7,46,9.31,8,80
12377,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1405,200,60,15,80,195,5,96,9.79,3,150
12378,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1405,88,29,11,38,84,4,43,9.39,3,77
12390,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1405,123,42,11,43,103,20,78,12.56,4,105
12405,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1405,150,49,12,60,136,14,90,11.77,4,125
12411,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1405,0,0,0,0,0,0,0,0.00,0,0
12422,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1439,249,59,18,94,218,30,132,13.28,3,202
12429,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1439,261,79,11,99,242,19,144,11.88,8,219
12448,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1439,0,0,0,0,0,0,0,0.00,0,0
12456,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1443,0,0,0,0,0,0,0,0.00,0,0
12473,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1443,0,0,0,0,0,0,0,0.00,0,0
12489,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1443,0,0,0,0,0,0,0,0.00,0,0
12497,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1458,59,11,3,28,54,5,39,14.71,0,43
12523,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1458,0,0,0,0,0,0,0,0.00,0,0
12526,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,63,10,0,30,55,8,41,13.57,3,55
12530,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,157,43,14,62,152,4,72,13.69,3,131
12531,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,0,0,0,0,0,0,0,0.00,0,0
12541,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,147,45,8,65,139,8,67,12.17,3,120
12545,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,0,0,0,0,0,0,0,0.00,0,0
12547,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,48,15,10,24,48,0,28,10.4,5,43
12557,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,60,22,7,16,56,4,40,10.98,4,49
12562,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,0,0,0,0,0,0,0,0.00,0,0
12563,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,0,0,0,0,0,0,0,0.00,0,0
12564,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,0,0,0,0,0,0,0,0.00,0,0
12565,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1481,0,0,0,0,0,0,0,0.00,0,0
12567,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1496,101,32,7,44,94,7,59,11.57,6,84
12574,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1496,59,19,7,20,54,5,34,11.06,0,57
12590,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1496,0,0,0,0,0,0,0,0.00,0,0
12593,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1496,0,0,0,0,0,0,0,0.00,0,0
12594,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1496,0,0,0,0,0,0,0,0.00,0,0
12595,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1496,0,0,0,0,0,0,0,0.00,0,0
12596,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1496,0,0,0,0,0,0,0,0.00,0,0
12597,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1496,0,0,0,0,0,0,0,0.00,0,0
12600,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1496,0,0,0,0,0,0,0,0.00,0,0
12602,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1496,0,0,0,0,0,0,0,0.00,0,0
12604,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,169,41,18,67,149,20,80,9.78,10,154
12606,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,100,25,7,44,91,9,55,10.03,5,94
12608,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,164,51,15,70,155,9,89,10.99,3,140
12610,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,111,33,8,47,103,8,57,10.43,4,95
12615,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,0,0,0,0,0,0,0,0.00,0,0
12621,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,219,61,14,82,198,21,100,10.82,6,192
12625,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,0,0,0,0,0,0,0,0.00,0,0
12630,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,0,0,0,0,0,0,0,0.00,0,0
12634,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,0,0,0,0,0,0,0,0.00,0,0
12637,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,145,42,14,55,134,11,73,10.95,3,131
12639,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,175,49,15,69,170,5,94,11.15,8,165
12642,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,0,0,0,0,0,0,0,0.00,0,0
12648,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1509,0,0,0,0,0,0,0,0.00,0,0
12654,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,188,50,27,66,153,35,94,8.43,12,163
12655,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,91,33,8,38,65,26,56,8.74,4,71
12657,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,131,44,8,50,125,6,71,8.18,6,108
12661,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,240,82,31,107,199,41,118,8.44,12,191
12662,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,194,51,24,66,187,7,110,9.7,9,154
12663,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,87,27,6,36,83,4,47,10.7,4,66
12666,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,215,61,24,87,187,28,129,8.6,10,179
12667,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,129,42,10,43,126,3,59,7.97,16,86
12668,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,262,76,15,100,236,19,149,8.81,8,228
12670,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,163,58,20,56,146,17,75,9.14,5,120
12671,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,142,44,16,63,137,5,83,8.28,8,105
12673,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,0,0,0,0,0,0,0,0.00,0,0
12674,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,194,52,16,82,176,17,111,8.97,7,160
12676,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,165,44,19,63,144,21,87,8.06,11,138
12677,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,171,53,19,68,149,22,80,8.76,8,116
12678,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,94,22,12,35,84,10,44,8.21,4,71
12680,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,159,47,10,57,127,32,79,8.77,7,129
12681,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,176,47,16,76,143,33,97,8.6,8,143
12682,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,161,40,19,70,140,21,92,9.98,6,141
12683,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,180,57,18,83,163,17,90,9.25,4,145
12684,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,213,63,19,86,198,15,109,9.54,8,157
12685,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,198,69,22,73,181,16,82,9.72,8,152
12687,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,120,40,15,50,114,6,55,7.84,5,91
12688,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,0,0,0,0,0,0,0,0.00,0,0
12690,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,190,70,13,78,175,15,102,7.58,15,103
12692,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1547,0,0,0,0,0,0,0,0.00,0,0
12694,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1551,122,30,4,52,94,17,65,14.54,0,84
12705,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1551,631,177,26,248,570,56,355,13.54,20,503
12713,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1551,305,96,17,147,278,27,151,14.65,0,264
12750,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1566,267,76,30,107,240,27,127,8.74,13,212
12756,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1566,49,14,7,18,44,5,21,8.69,4,40
12758,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1566,149,52,13,75,135,14,87,8.76,12,93
12761,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1566,0,0,0,0,0,0,0,0.00,0,0
12765,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,953,297,45,388,835,117,536,14.22,7,770
12766,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,26,10,0,11,22,4,19,14.76,0,20
12770,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,22,12,0,6,17,5,16,14.47,0,11
12772,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,0,0,0,0,0,0,0,0.00,0,0
12774,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,435,146,14,164,372,63,249,14.07,6,366
12777,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,29,10,0,8,24,5,24,14.86,0,21
12778,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,22,9,0,12,15,7,16,14.81,0,17
12779,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,0,0,0,0,0,0,0,0.00,0,0
12789,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,0,0,0,0,0,0,0,0.00,0,0
12791,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,144,39,12,67,138,6,71,14.68,0,139
12794,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,0,0,0,0,0,0,0,0.00,0,0
12797,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,0,0,0,0,0,0,0,0.00,0,0
12809,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1570,11,5,0,5,8,3,7,14,0,10
12818,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1617,229,62,10,118,201,26,141,14.97,0,199
12820,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1617,512,145,37,258,452,60,283,14.84,0,447
12844,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1617,0,0,0,0,0,0,0,0.00,0,0
12845,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1617,333,96,25,153,310,15,196,10.8,18,273
12846,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1617,0,0,0,0,0,0,0,0.00,0,0
12847,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1617,0,0,0,0,0,0,0,0.00,0,0
12848,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1617,0,0,0,0,0,0,0,0.00,0,0
12855,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1617,0,0,0,0,0,0,0,0.00,0,0
12857,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1617,180,64,18,74,173,7,104,11.52,8,155
12865,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1621,46,10,0,24,37,9,25,14.89,0,46
12866,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1621,82,21,3,40,74,8,46,14.36,0,75
12867,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1621,279,95,17,134,236,38,167,14.12,0,237
12869,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1621,410,111,13,186,323,87,237,14.8,0,329
12871,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1621,25,9,0,8,19,6,16,13.86,0,22
12876,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1621,0,0,0,0,0,0,0,0.00,0,0
12879,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1621,0,0,0,0,0,0,0,0.00,0,0
12883,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1621,30,7,0,19,30,0,20,15.43,0,26
12885,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1621,0,0,0,0,0,0,0,0.00,0,0
12894,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1636,239,73,18,103,167,72,157,11.5,12,185
12895,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1636,95,36,4,45,82,13,55,11.45,3,90
12905,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1636,126,38,7,46,98,28,66,11.82,5,113
12908,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1636,69,24,7,30,57,12,41,8.9,4,67
12910,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1636,175,64,13,74,164,11,85,10.81,4,136
12920,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1636,717,250,47,322,628,88,373,12.07,20,567
12923,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1636,506,162,52,219,426,79,264,11.02,12,435
12931,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1636,0,0,0,0,0,0,0,0.00,0,0
12934,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1655,104,36,10,39,87,17,55,12,3,94
12940,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1655,0,0,0,0,0,0,0,0.00,0,0
12951,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1655,0,0,0,0,0,0,0,0.00,0,0
12953,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,83,26,13,32,69,14,34,7.96,5,54
12954,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,293,87,29,107,275,18,142,9.09,15,231
12955,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,139,45,9,48,127,12,73,8.93,6,109
12956,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,340,96,28,127,298,41,172,9.04,16,251
12960,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,160,48,13,65,152,3,77,8.77,11,128
12967,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,71,17,3,28,71,0,42,9.54,6,58
12969,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,210,54,11,83,206,4,104,8.89,14,169
12970,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,221,60,15,92,175,38,121,9.82,10,159
12975,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,0,0,0,0,0,0,0,0.00,0,0
12977,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,255,80,25,104,223,31,144,10.41,14,208
12978,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,0,0,0,0,0,0,0,0.00,0,0
12979,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,0,0,0,0,0,0,0,0.00,0,0
12984,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,0,0,0,0,0,0,0,0.00,0,0
12985,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,166A,302,96,37,127,280,21,155,8.83,15,234
12988,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,286,93,13,111,256,30,162,11.43,16,221
12989,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,92,24,8,29,87,5,50,8.2,4,71
12990,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,131,35,14,54,119,12,46,8.67,7,116
12992,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,275,85,12,113,239,36,166,13.43,3,228
12993,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,339,111,29,127,305,34,177,10.54,24,253
12995,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,151,47,12,55,137,14,87,9.26,3,129
12996,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,246,68,30,90,223,23,128,9.64,6,199
13003,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,120,44,9,41,116,4,66,11.36,4,99
13011,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,0,0,0,0,0,0,0,0.00,0,0
13026,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,0,0,0,0,0,0,0,0.00,0,0
13027,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,0,0,0,0,0,0,0,0.00,0,0
13030,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,0,0,0,0,0,0,0,0.00,0,0
13032,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,14,5,0,6,10,3,6,14.58,0,7
13039,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,0,0,0,0,0,0,0,0.00,0,0
13040,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1674,9,7,0,0,9,0,3,12.33,0,9
13047,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,189,54,13,82,161,28,113,11.71,0,168
13048,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,291,75,26,114,249,42,170,11.58,7,243
13049,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,151,47,12,58,137,14,89,12.11,6,128
13050,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,218,57,24,90,199,19,125,11.91,3,192
13052,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,249,76,15,109,223,26,144,12.64,4,199
13054,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,255,80,14,112,201,54,134,12.76,5,196
13055,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,255,82,17,111,206,49,133,13.42,8,205
13056,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,0,0,0,0,0,0,0,0.00,0,0
13058,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,427,158,32,192,373,54,290,11.89,7,355
13059,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,260,83,19,110,224,36,154,11.35,9,203
13060,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,124,40,8,51,96,28,76,13.45,0,93
13073,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,419,126,23,202,339,80,242,12.76,5,331
13079,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,158,57,11,68,127,31,92,11.27,4,127
13080,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,272,88,15,117,245,27,177,11.87,4,211
13092,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,0,0,0,0,0,0,0,0.00,0,0
13093,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,0,0,0,0,0,0,0,0.00,0,0
13094,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,0,0,0,0,0,0,0,0.00,0,0
13095,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1689,0,0,0,0,0,0,0,0.00,0,0
13100,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1693,170,44,19,68,164,6,101,9.62,5,146
13102,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1693,186,55,16,74,168,18,100,11.01,3,159
13125,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1693,116,37,11,50,105,11,78,10.93,3,94
13130,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1693,0,0,0,0,0,0,0,0.00,0,0
13144,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1706,88,22,9,29,79,9,51,11.43,4,76
13153,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1706,149,37,10,54,131,18,84,11.52,3,126
13158,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1710,159,46,17,68,130,29,78,11.5,5,128
13162,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1710,121,42,11,46,117,3,61,10.9,5,109
13171,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1710,140,38,14,67,131,9,75,10.04,4,131
13177,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1710,0,0,0,0,0,0,0,0.00,0,0
13179,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1710,0,0,0,0,0,0,0,0.00,0,0
13186,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1725,877,303,83,376,800,69,498,14.03,5,694
13195,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1725,0,0,0,0,0,0,0,0.00,0,0
13205,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1725,84,23,0,33,75,9,48,14.51,0,76
13217,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1725,22,7,9,9,22,0,11,14.92,0,20
13221,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1725,0,0,0,0,0,0,0,0.00,0,0
13222,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1725,0,0,0,0,0,0,0,0.00,0,0
13224,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1725,0,0,0,0,0,0,0,0.00,0,0
13225,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,1725,0,0,0,0,0,0,0,0.00,0,0
13228,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,173A,353,112,20,147,318,30,203,12.95,7,308
13230,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,173A,260,84,24,114,234,26,148,13.3,4,213
13231,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,173A,342,111,27,137,323,19,199,12.69,7,291
13232,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,173A,478,141,36,210,433,45,285,13.36,4,358
