,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,Poblacion Total,Mujeres de 12-49,Poblacion de 0 a 5,Personas Casadas,Personas c/religion,Personas s/religion,Personas Ocupadas,Prom. Grado Escolar,Personas S/Internet,Personas C/Servicio de Salud
14,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0095,63,22,8,25,56,7,24,9.8,6,46
23,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0095,52,20,8,20,52,0,23,10.26,5,42
25,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0095,237,78,30,88,233,4,101,9.07,43,180
31,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0095,0,0,0,0,0,0,0,0.00,0,0
42,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0095,0,0,0,0,0,0,0,0.00,0,0
47,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0095,0,0,0,0,0,0,0,0.00,0,0
49,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0095,0,0,0,0,0,0,0,0.00,0,0
53,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0095,0,0,0,0,0,0,0,0.00,0,0
55,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0095,0,0,0,0,0,0,0,0.00,0,0
62,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0108,111,36,10,52,111,0,58,9.84,9,84
73,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0108,199,51,16,76,185,14,105,9.21,29,169
82,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0108,258,78,27,101,245,13,147,8.59,47,215
92,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0108,0,0,0,0,0,0,0,0.00,0,0
111,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0112,253,80,27,109,243,10,135,10.47,26,194
113,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0112,86,28,10,35,86,0,40,10.44,10,49
115,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0112,194,49,20,82,185,9,92,8.79,35,141
117,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0112,0,0,0,0,0,0,0,0.00,0,0
123,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0112,69,20,7,25,69,0,34,7.06,10,50
124,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0112,169,60,14,64,169,0,82,9.23,20,124
126,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0112,69,22,9,32,69,0,27,6.94,10,60
143,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0112,0,0,0,0,0,0,0,0.00,0,0
145,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0112,0,0,0,0,0,0,0,0.00,0,0
158,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,0131,75,20,7,33,75,0,26,7.16,13,47
168,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,217,63,35,87,207,10,108,7.14,40,160
170,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,0,0,0,0,0,0,0,0.00,0,0
171,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,679,220,86,256,606,73,362,6.71,142,436
172,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,260,77,33,102,254,6,131,6.62,49,203
174,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,161,41,28,56,157,4,68,6.27,34,121
178,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,165,55,36,59,154,11,77,7.41,36,140
183,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,0,0,0,0,0,0,0,0.00,0,0
187,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,224,74,37,86,224,0,115,7.23,48,188
190,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,206,65,32,84,203,3,105,5.05,44,165
193,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,139,41,16,55,134,5,49,6.25,39,118
195,22,Querétaro,1,Amealco de Bonfil,39,San Ildefonso Tultepec (Centro),0061,195,55,35,80,191,4,107,5.63,56,167
221,22,Querétaro,2,Pinal de Amoles,1,Pinal de Amoles,0092,0,0,0,0,0,0,0,0.00,0,0
227,22,Querétaro,2,Pinal de Amoles,1,Pinal de Amoles,0092,76,24,14,24,69,6,29,7.65,13,59
232,22,Querétaro,2,Pinal de Amoles,1,Pinal de Amoles,0092,179,55,22,69,156,23,75,10.33,24,123
237,22,Querétaro,2,Pinal de Amoles,1,Pinal de Amoles,0092,195,61,31,73,185,10,76,9.5,40,140
243,22,Querétaro,2,Pinal de Amoles,1,Pinal de Amoles,0092,0,0,0,0,0,0,0,0.00,0,0
257,22,Querétaro,2,Pinal de Amoles,1,Pinal de Amoles,011A,309,111,35,129,287,21,119,9.26,59,306
261,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0117,49,18,7,19,49,0,17,9.21,7,49
265,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0117,17,3,3,8,17,0,10,10.93,4,9
269,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0117,0,0,0,0,0,0,0,0.00,0,0
274,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0117,32,11,3,14,28,4,12,10.6,6,30
280,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0117,119,36,16,43,119,0,45,8.16,16,101
283,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0117,18,5,0,9,15,3,9,8.47,5,13
288,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0117,0,0,0,0,0,0,0,0.00,0,0
294,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0117,0,0,0,0,0,0,0,0.00,0,0
295,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0117,0,0,0,0,0,0,0,0.00,0,0
308,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0121,0,0,0,0,0,0,0,0.00,0,0
321,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0121,0,0,0,0,0,0,0,0.00,0,0
325,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0121,0,0,0,0,0,0,0,0.00,0,0
328,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0121,0,0,0,0,0,0,0,0.00,0,0
336,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0136,26,9,7,6,26,0,11,9.79,4,20
338,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0140,0,0,0,0,0,0,0,0.00,0,0
340,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0140,0,0,0,0,0,0,0,0.00,0,0
341,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0140,0,0,0,0,0,0,0,0.00,0,0
342,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0140,0,0,0,0,0,0,0,0.00,0,0
343,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0140,0,0,0,0,0,0,0,0.00,0,0
344,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0140,0,0,0,0,0,0,0,0.00,0,0
345,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco,0140,0,0,0,0,0,0,0,0.00,0,0
383,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,0155,0,0,0,0,0,0,0,0.00,0,0
385,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,0155,0,0,0,0,0,0,0,0.00,0,0
386,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,0155,0,0,0,0,0,0,0,0.00,0,0
388,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,0155,0,0,0,0,0,0,0,0.00,0,0
400,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,016A,0,0,0,0,0,0,0,0.00,0,0
405,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,016A,6,0,0,3,6,0,3,4.67,3,6
408,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,016A,55,17,7,28,55,0,29,8.89,10,54
409,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,016A,58,23,9,19,58,0,32,9.5,7,57
421,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,016A,62,19,10,23,62,0,18,7.72,11,60
426,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,016A,0,0,0,0,0,0,0,0.00,0,0
434,22,Querétaro,3,Arroyo Seco,42,Purísima de Arista,016A,0,0,0,0,0,0,0,0.00,0,0
443,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,148,48,11,70,138,10,72,9.79,17,72
445,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,254,90,29,88,248,6,106,9.45,38,133
446,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,0,0,0,0,0,0,0,0.00,0,0
448,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,334,118,40,136,310,24,161,9,46,214
449,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,231,86,22,97,216,15,111,9.3,26,130
453,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,57,13,6,25,53,4,22,9.88,7,49
464,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,0,0,0,0,0,0,0,0.00,0,0
468,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,216,69,17,82,201,15,112,8.41,24,146
470,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,157,51,17,59,147,10,82,9.6,19,112
471,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,108,37,12,50,100,8,46,9.1,12,71
473,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,168,53,18,66,165,3,86,12.52,12,145
475,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,78,33,0,30,72,6,29,10.09,10,49
480,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,153,47,18,56,147,6,82,12.38,12,112
482,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0171,72,28,8,26,72,0,44,9.56,3,45
486,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,130,36,7,53,120,10,57,11.65,5,106
493,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,0,0,0,0,0,0,0,0.00,0,0
498,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,0,0,0,0,0,0,0,0.00,0,0
500,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,225,76,21,82,221,4,109,9.94,20,150
501,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,176,51,19,67,172,4,89,11.75,12,87
502,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,214,59,16,90,192,22,104,10.53,23,187
507,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,267,86,31,104,259,8,131,9.84,48,200
508,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,259,88,33,109,221,38,142,11.76,32,190
510,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,103,31,6,52,84,16,69,12.22,5,47
513,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,0,0,0,0,0,0,0,0.00,0,0
515,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0186,64,15,9,26,52,12,36,13.52,3,50
528,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,0,0,0,0,0,0,0,0.00,0,0
530,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,0,0,0,0,0,0,0,0.00,0,0
533,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,133,43,9,49,127,6,59,10.94,8,102
538,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,0,0,0,0,0,0,0,0.00,0,0
543,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,0,0,0,0,0,0,0,0.00,0,0
547,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,0,0,0,0,0,0,0,0.00,0,0
560,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,113,35,17,48,110,3,66,8.8,7,50
564,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,0,0,0,0,0,0,0,0.00,0,0
565,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,0,0,0,0,0,0,0,0.00,0,0
567,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,0,0,0,0,0,0,0,0.00,0,0
568,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,0,0,0,0,0,0,0,0.00,0,0
569,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0190,0,0,0,0,0,0,0,0.00,0,0
575,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,217,57,18,78,207,10,117,8.92,29,120
582,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,268,90,35,123,222,46,131,7.9,46,186
585,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,0,0,0,0,0,0,0,0.00,0,0
586,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,124,33,11,58,114,10,57,7.7,17,98
591,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,83,23,8,33,78,5,43,9.77,10,56
596,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,89,34,13,33,77,12,30,7.91,13,56
597,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,143,49,14,68,131,12,74,8.95,19,123
599,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,54,20,9,24,50,4,27,9.08,7,50
605,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,71,26,8,34,66,5,34,8.32,8,44
608,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,94,32,8,37,94,0,41,7.93,9,77
610,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,240,77,24,93,228,12,123,7.96,37,153
615,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0307,0,0,0,0,0,0,0,0.00,0,0
621,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,0,0,0,0,0,0,0,0.00,0,0
622,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,229,73,32,90,220,9,107,8.87,56,162
629,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,141,46,15,52,133,8,67,7.83,22,95
636,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,0,0,0,0,0,0,0,0.00,0,0
638,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,0,0,0,0,0,0,0,0.00,0,0
644,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,68,27,9,23,68,0,38,8.35,11,39
648,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,81,27,12,29,78,3,46,8.35,8,71
651,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,0,0,0,0,0,0,0,0.00,0,0
662,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,0,0,0,0,0,0,0,0.00,0,0
665,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,184,56,20,68,177,7,82,10.53,17,87
669,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0311,0,0,0,0,0,0,0,0.00,0,0
679,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0326,123,34,10,46,120,3,67,7.78,21,101
692,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0326,0,0,0,0,0,0,0,0.00,0,0
700,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0326,0,0,0,0,0,0,0,0.00,0,0
704,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0326,0,0,0,0,0,0,0,0.00,0,0
709,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0326,0,0,0,0,0,0,0,0.00,0,0
716,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0326,0,0,0,0,0,0,0,0.00,0,0
719,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes,0326,0,0,0,0,0,0,0,0.00,0,0
735,22,Querétaro,4,Cadereyta de Montes,72,El Palmar (Santa María del Palmar),0275,149,44,15,66,149,0,61,8.62,26,146
737,22,Querétaro,4,Cadereyta de Montes,72,El Palmar (Santa María del Palmar),0275,166,52,22,65,153,13,77,9.39,29,137
758,22,Querétaro,4,Cadereyta de Montes,72,El Palmar (Santa María del Palmar),0275,83,35,10,38,79,4,50,9.43,12,66
772,22,Querétaro,4,Cadereyta de Montes,72,El Palmar (Santa María del Palmar),028A,0,0,0,0,0,0,0,0.00,0,0
773,22,Querétaro,4,Cadereyta de Montes,72,El Palmar (Santa María del Palmar),028A,23,3,3,12,23,0,8,6.31,7,13
775,22,Querétaro,4,Cadereyta de Montes,72,El Palmar (Santa María del Palmar),028A,69,23,6,34,64,5,30,7.96,13,49
781,22,Querétaro,4,Cadereyta de Montes,72,El Palmar (Santa María del Palmar),028A,0,0,0,0,0,0,0,0.00,0,0
785,22,Querétaro,4,Cadereyta de Montes,72,El Palmar (Santa María del Palmar),028A,73,16,11,41,68,4,28,6.98,13,72
792,22,Querétaro,4,Cadereyta de Montes,72,El Palmar (Santa María del Palmar),028A,111,29,9,51,111,0,55,7.93,18,103
795,22,Querétaro,4,Cadereyta de Montes,72,El Palmar (Santa María del Palmar),028A,0,0,0,0,0,0,0,0.00,0,0
801,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0330,0,0,0,0,0,0,0,0.00,0,0
812,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0330,0,0,0,0,0,0,0,0.00,0,0
823,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0330,13,5,3,4,13,0,4,6.38,4,13
824,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0330,0,0,0,0,0,0,0,0.00,0,0
830,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0330,0,0,0,0,0,0,0,0.00,0,0
832,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0330,0,0,0,0,0,0,0,0.00,0,0
837,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0330,25,4,3,9,25,0,7,8.17,6,11
839,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0330,0,0,0,0,0,0,0,0.00,0,0
841,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0330,19,6,6,10,19,0,8,6.33,6,18
842,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0330,39,18,4,16,39,0,18,8.77,6,33
853,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0345,12,3,0,4,12,0,9,9.8,0,9
856,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0345,0,0,0,0,0,0,0,0.00,0,0
857,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0345,103,25,14,43,103,0,50,8.36,15,84
862,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0345,0,0,0,0,0,0,0,0.00,0,0
863,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0345,0,0,0,0,0,0,0,0.00,0,0
872,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0345,0,0,0,0,0,0,0,0.00,0,0
876,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,0345,0,0,0,0,0,0,0,0.00,0,0
878,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,035A,0,0,0,0,0,0,0,0.00,0,0
879,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,035A,0,0,0,0,0,0,0,0.00,0,0
883,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,035A,0,0,0,0,0,0,0,0.00,0,0
899,22,Querétaro,4,Cadereyta de Montes,129,Vizarrón de Montes,035A,0,0,0,0,0,0,0,0.00,0,0
909,22,Querétaro,5,Colón,1,Colón,0145,83,30,9,44,80,3,50,11.11,3,62
910,22,Querétaro,5,Colón,1,Colón,0145,332,104,40,140,316,16,175,9.42,40,224
914,22,Querétaro,5,Colón,1,Colón,0145,202,58,26,83,195,7,95,10.27,17,172
915,22,Querétaro,5,Colón,1,Colón,0145,115,34,14,45,112,3,54,10.89,7,91
917,22,Querétaro,5,Colón,1,Colón,0145,268,78,29,125,265,3,121,9.31,26,170
918,22,Querétaro,5,Colón,1,Colón,0145,155,40,10,45,153,0,59,8.38,12,114
919,22,Querétaro,5,Colón,1,Colón,0145,106,40,6,36,106,0,51,9.02,9,58
921,22,Querétaro,5,Colón,1,Colón,0145,196,54,10,88,196,0,115,8.56,27,147
923,22,Querétaro,5,Colón,1,Colón,0145,112,29,17,45,103,9,61,8.08,12,89
925,22,Querétaro,5,Colón,1,Colón,0145,250,70,31,100,240,10,109,8.31,29,133
926,22,Querétaro,5,Colón,1,Colón,0145,56,18,3,26,52,4,33,10.76,6,39
941,22,Querétaro,5,Colón,1,Colón,0145,260,79,28,115,251,7,133,9.42,28,174
944,22,Querétaro,5,Colón,1,Colón,0145,127,40,25,57,127,0,58,9.25,12,91
949,22,Querétaro,5,Colón,1,Colón,0145,266,82,36,104,257,9,148,9.59,30,207
955,22,Querétaro,5,Colón,1,Colón,0145,0,0,0,0,0,0,0,0.00,0,0
958,22,Querétaro,5,Colón,1,Colón,015A,83,32,7,30,78,5,47,8.62,11,73
959,22,Querétaro,5,Colón,1,Colón,015A,219,76,28,82,211,8,116,8.32,22,168
964,22,Querétaro,5,Colón,1,Colón,015A,146,46,15,61,141,5,79,8.06,17,89
967,22,Querétaro,5,Colón,1,Colón,015A,0,0,0,0,0,0,0,0.00,0,0
968,22,Querétaro,5,Colón,1,Colón,015A,103,27,14,47,103,0,49,9.14,19,69
969,22,Querétaro,5,Colón,1,Colón,015A,0,0,0,0,0,0,0,0.00,0,0
980,22,Querétaro,5,Colón,1,Colón,015A,0,0,0,0,0,0,0,0.00,0,0
987,22,Querétaro,5,Colón,1,Colón,015A,158,48,21,64,158,0,80,9.08,16,125
989,22,Querétaro,5,Colón,1,Colón,015A,87,22,10,35,83,4,46,9.89,13,65
1001,22,Querétaro,5,Colón,1,Colón,0164,101,38,15,39,96,5,43,11.32,10,86
1003,22,Querétaro,5,Colón,1,Colón,0179,249,76,26,88,233,16,153,7.68,29,123
1011,22,Querétaro,5,Colón,1,Colón,0249,0,0,0,0,0,0,0,0.00,0,0
1014,22,Querétaro,5,Colón,2,Ajuchitlán,0126,92,32,9,48,84,8,51,8.85,7,76
1015,22,Querétaro,5,Colón,2,Ajuchitlán,0126,138,42,13,58,132,6,56,7.8,18,98
1016,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1018,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1019,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1022,22,Querétaro,5,Colón,2,Ajuchitlán,0126,164,50,13,75,164,0,71,8.23,19,142
1024,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1025,22,Querétaro,5,Colón,2,Ajuchitlán,0126,229,62,23,105,229,0,105,8.26,20,199
1027,22,Querétaro,5,Colón,2,Ajuchitlán,0126,144,55,17,45,133,11,63,7.88,12,103
1031,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1033,22,Querétaro,5,Colón,2,Ajuchitlán,0126,177,52,28,81,168,9,77,8.1,21,117
1034,22,Querétaro,5,Colón,2,Ajuchitlán,0126,215,68,26,92,197,18,91,7.88,36,115
1035,22,Querétaro,5,Colón,2,Ajuchitlán,0126,164,49,16,71,160,4,69,8.46,23,107
1036,22,Querétaro,5,Colón,2,Ajuchitlán,0126,136,41,19,58,132,4,62,8.56,26,89
1038,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1040,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1049,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1050,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1051,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1052,22,Querétaro,5,Colón,2,Ajuchitlán,0126,0,0,0,0,0,0,0,0.00,0,0
1055,22,Querétaro,5,Colón,2,Ajuchitlán,0130,228,71,21,101,228,0,110,8.6,28,187
1056,22,Querétaro,5,Colón,2,Ajuchitlán,0130,351,109,30,142,348,3,180,8.2,40,285
1059,22,Querétaro,5,Colón,2,Ajuchitlán,0130,121,36,17,59,115,6,59,7.68,18,90
1061,22,Querétaro,5,Colón,2,Ajuchitlán,0130,227,74,19,99,227,0,121,7.86,18,134
1063,22,Querétaro,5,Colón,2,Ajuchitlán,0130,258,83,22,119,250,8,118,8.07,21,194
1069,22,Querétaro,5,Colón,2,Ajuchitlán,0130,140,47,21,66,125,15,70,8.45,7,89
1075,22,Querétaro,5,Colón,2,Ajuchitlán,0130,125,35,19,57,125,0,50,6.76,16,83
1076,22,Querétaro,5,Colón,2,Ajuchitlán,0130,315,106,39,122,307,8,140,8.6,40,220
1078,22,Querétaro,5,Colón,2,Ajuchitlán,0130,0,0,0,0,0,0,0,0.00,0,0
1082,22,Querétaro,5,Colón,2,Ajuchitlán,0130,95,28,8,40,76,19,56,8.88,15,52
1095,22,Querétaro,5,Colón,6,El Blanco,0234,193,63,23,77,193,0,91,7.4,30,156
1098,22,Querétaro,5,Colón,6,El Blanco,0234,66,14,10,31,60,6,26,5.52,15,47
1099,22,Querétaro,5,Colón,6,El Blanco,0234,106,35,10,46,98,8,45,6.97,8,95
1105,22,Querétaro,5,Colón,6,El Blanco,0234,149,58,24,51,141,8,70,8.03,17,119
1109,22,Querétaro,5,Colón,6,El Blanco,0234,454,147,56,168,425,29,181,7.44,77,316
1111,22,Querétaro,5,Colón,6,El Blanco,0234,97,40,12,37,97,0,42,7.71,12,62
1125,22,Querétaro,5,Colón,6,El Blanco,0234,56,16,12,29,52,4,24,6.57,8,42
1146,22,Querétaro,5,Colón,6,El Blanco,0234,0,0,0,0,0,0,0,0.00,0,0
1149,22,Querétaro,5,Colón,6,El Blanco,0234,0,0,0,0,0,0,0,0.00,0,0
1153,22,Querétaro,5,Colón,13,Esperanza,0272,0,0,0,0,0,0,0,0.00,0,0
1154,22,Querétaro,5,Colón,13,Esperanza,0272,130,39,14,53,130,0,63,8.06,14,92
1158,22,Querétaro,5,Colón,13,Esperanza,0272,0,0,0,0,0,0,0,0.00,0,0
