,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,Poblacion Total,Mujeres de 12-49,Poblacion de 0 a 5,Personas Casadas,Personas c/religion,Personas s/religion,Personas Ocupadas,Prom. Grado Escolar,Personas S/Internet,Personas C/Servicio de Salud
6,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,0,0,0,0,0,0,0,0.00,0,0
13,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,73,28,9,27,54,19,23,9.26,15,41
19,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,0,0,0,0,0,0,0,0.00,0,0
32,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,0,0,0,0,0,0,0,0.00,0,0
36,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,0,0,0,0,0,0,0,0.00,0,0
42,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,0,0,0,0,0,0,0,0.00,0,0
44,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,0,0,0,0,0,0,0,0.00,0,0
45,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,0,0,0,0,0,0,0,0.00,0,0
47,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,0,0,0,0,0,0,0,0.00,0,0
50,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,0,0,0,0,0,0,0,0.00,0,0
57,5,Coahuila de Zaragoza,1,Abasolo,1,Abasolo,0087,39,14,3,13,31,8,15,8.48,7,30
63,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1468,190,50,15,81,109,77,73,8.92,30,100
74,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1468,99,34,13,40,86,13,50,10.93,4,80
77,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1468,0,0,0,0,0,0,0,0.00,0,0
81,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1468,0,0,0,0,0,0,0,0.00,0,0
84,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1468,0,0,0,0,0,0,0,0.00,0,0
85,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1468,85,27,9,35,75,10,43,12.28,3,75
87,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1468,44,11,3,20,37,7,19,10.87,3,32
96,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1468,0,0,0,0,0,0,0,0.00,0,0
101,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1557,0,0,0,0,0,0,0,0.00,0,0
102,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1557,0,0,0,0,0,0,0,0.00,0,0
103,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1557,0,0,0,0,0,0,0,0.00,0,0
105,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1557,0,0,0,0,0,0,0,0.00,0,0
109,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1557,0,0,0,0,0,0,0,0.00,0,0
111,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1557,0,0,0,0,0,0,0,0.00,0,0
112,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1557,0,0,0,0,0,0,0,0.00,0,0
119,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1561,0,0,0,0,0,0,0,0.00,0,0
133,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1561,0,0,0,0,0,0,0,0.00,0,0
135,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1561,0,0,0,0,0,0,0,0.00,0,0
142,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1561,0,0,0,0,0,0,0,0.00,0,0
149,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1561,31,7,0,14,27,4,21,8.33,6,26
155,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1561,59,21,3,21,40,19,17,8.31,8,39
156,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1561,112,36,12,51,73,39,51,9.63,12,93
160,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1561,0,0,0,0,0,0,0,0.00,0,0
175,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1580,14,4,0,8,9,5,7,8.62,5,14
179,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1580,11,0,0,6,11,0,4,7.91,5,7
188,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1595,102,31,8,53,92,10,73,11.78,9,85
193,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1595,45,11,5,26,29,16,31,9.83,8,36
197,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1595,65,16,6,33,47,18,27,10.26,7,39
205,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1595,0,0,0,0,0,0,0,0.00,0,0
211,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1595,0,0,0,0,0,0,0,0.00,0,0
224,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1608,0,0,0,0,0,0,0,0.00,0,0
230,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1608,28,6,3,16,28,0,16,12.38,0,28
241,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1608,0,0,0,0,0,0,0,0.00,0,0
250,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1608,61,15,8,27,45,16,30,8,7,48
256,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1608,106,26,19,50,93,13,58,9.2,11,95
260,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,0,0,0,0,0,0,0,0.00,0,0
263,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,0,0,0,0,0,0,0,0.00,0,0
264,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,24,6,0,11,21,3,11,9.59,5,18
276,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,17,5,0,8,17,0,8,10.12,4,11
281,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,0,0,0,0,0,0,0,0.00,0,0
282,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,0,0,0,0,0,0,0,0.00,0,0
283,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,87,29,10,32,71,16,48,9.63,14,64
284,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,127,37,13,60,109,18,65,10,14,114
294,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,0,0,0,0,0,0,0,0.00,0,0
298,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,112,40,16,51,93,17,55,10.55,7,81
300,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,141,45,19,63,97,44,67,8.91,22,112
305,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1612,0,0,0,0,0,0,0,0.00,0,0
312,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1627,0,0,0,0,0,0,0,0.00,0,0
315,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1627,0,0,0,0,0,0,0,0.00,0,0
328,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1627,17,5,0,8,12,4,7,10.33,6,12
329,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1627,30,3,0,12,19,5,15,9.13,9,21
343,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1627,122,33,8,55,102,20,65,8.63,20,104
344,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1627,134,39,16,64,99,35,69,9.25,17,111
347,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1627,0,0,0,0,0,0,0,0.00,0,0
349,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1627,0,0,0,0,0,0,0,0.00,0,0
360,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1631,23,4,0,10,23,0,17,9.5,3,14
369,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1631,0,0,0,0,0,0,0,0.00,0,0
371,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1631,94,23,10,44,69,25,43,8.34,18,48
372,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1631,101,29,16,45,87,14,40,8.56,13,64
388,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1631,45,13,7,18,37,8,21,7.88,12,23
391,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1646,0,0,0,0,0,0,0,0.00,0,0
393,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1646,147,33,10,68,89,58,65,8.71,38,107
401,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1646,80,18,12,32,43,37,35,8.49,14,58
402,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1646,32,8,0,14,24,8,17,10.17,5,22
408,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1646,0,0,0,0,0,0,0,0.00,0,0
411,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1646,0,0,0,0,0,0,0,0.00,0,0
412,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1646,0,0,0,0,0,0,0,0.00,0,0
433,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1650,0,0,0,0,0,0,0,0.00,0,0
434,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1650,20,5,0,12,14,6,17,8.1,5,17
435,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1650,0,0,0,0,0,0,0,0.00,0,0
438,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1650,0,0,0,0,0,0,0,0.00,0,0
457,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1665,0,0,0,0,0,0,0,0.00,0,0
458,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1665,72,18,11,33,61,11,30,10.09,4,60
468,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1665,0,0,0,0,0,0,0,0.00,0,0
471,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1665,140,33,13,59,92,48,67,8.86,22,112
472,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1665,0,0,0,0,0,0,0,0.00,0,0
480,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,167A,11,3,0,6,11,0,7,13.8,0,11
483,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,167A,0,0,0,0,0,0,0,0.00,0,0
498,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,167A,46,15,3,14,37,9,18,10.13,5,21
500,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,167A,0,0,0,0,0,0,0,0.00,0,0
505,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1684,0,0,0,0,0,0,0,0.00,0,0
527,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1684,6,0,0,4,6,0,5,12.33,0,6
529,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1684,23,6,0,11,16,7,11,11.55,3,17
540,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1699,9,3,0,4,9,0,5,14.11,0,5
551,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1699,52,16,3,12,43,9,26,9.76,5,52
563,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1701,68,17,12,31,60,8,32,8.46,6,56
566,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1701,0,0,0,0,0,0,0,0.00,0,0
567,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1701,150,42,18,59,121,29,68,9.9,21,128
570,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1701,0,0,0,0,0,0,0,0.00,0,0
572,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1701,0,0,0,0,0,0,0,0.00,0,0
575,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1701,105,29,21,44,99,6,64,9.81,13,73
583,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1701,0,0,0,0,0,0,0,0.00,0,0
587,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1701,149,45,16,61,111,38,67,9.39,22,116
590,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1701,31,7,8,13,21,9,15,7.86,4,21
658,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1720,148,43,12,69,129,19,64,8.79,20,115
670,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1735,0,0,0,0,0,0,0,0.00,0,0
679,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1735,19,3,0,10,19,0,9,10,3,17
696,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,174A,0,0,0,0,0,0,0,0.00,0,0
702,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,174A,0,0,0,0,0,0,0,0.00,0,0
703,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,174A,21,5,0,11,21,0,10,9.95,3,21
706,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,174A,157,50,13,74,136,20,90,13.54,3,143
715,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,174A,0,0,0,0,0,0,0,0.00,0,0
718,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,174A,0,0,0,0,0,0,0,0.00,0,0
720,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,174A,96,32,14,47,77,19,71,13.12,4,93
767,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1769,99,26,10,34,65,34,56,7.84,33,81
785,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1773,0,0,0,0,0,0,0,0.00,0,0
786,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1773,0,0,0,0,0,0,0,0.00,0,0
792,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1773,0,0,0,0,0,0,0,0.00,0,0
793,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1773,0,0,0,0,0,0,0,0.00,0,0
797,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1773,0,0,0,0,0,0,0,0.00,0,0
799,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1773,0,0,0,0,0,0,0,0.00,0,0
800,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1773,0,0,0,0,0,0,0,0.00,0,0
801,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1773,0,0,0,0,0,0,0,0.00,0,0
809,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1788,43,6,7,19,35,8,19,8.4,8,33
810,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1788,48,19,9,20,33,15,20,10.03,6,48
817,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1788,0,0,0,0,0,0,0,0.00,0,0
824,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1788,41,10,11,16,24,17,17,9.58,7,30
826,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1788,0,0,0,0,0,0,0,0.00,0,0
830,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1788,36,11,3,20,32,4,19,7.87,6,28
835,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1788,0,0,0,0,0,0,0,0.00,0,0
855,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,0,0,0,0,0,0,0,0.00,0,0
857,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,0,0,0,0,0,0,0,0.00,0,0
862,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,15,5,0,8,15,0,9,14.92,0,15
871,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,16,4,0,10,12,4,9,14.88,0,15
874,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,0,0,0,0,0,0,0,0.00,0,0
880,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,0,0,0,0,0,0,0,0.00,0,0
882,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,16,7,0,6,13,3,8,10.71,4,11
883,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,22,8,3,6,15,7,13,13.47,0,20
893,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,0,0,0,0,0,0,0,0.00,0,0
895,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,0,0,0,0,0,0,0,0.00,0,0
896,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1792,0,0,0,0,0,0,0,0.00,0,0
906,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1805,44,8,6,16,32,12,24,9.8,5,41
926,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1805,0,0,0,0,0,0,0,0.00,0,0
934,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,181A,22,8,0,13,16,6,9,8,4,13
946,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,181A,0,0,0,0,0,0,0,0.00,0,0
959,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1824,60,19,7,24,34,25,31,8.67,9,48
967,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1824,94,26,13,38,58,36,38,9.79,7,80
968,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1824,0,0,0,0,0,0,0,0.00,0,0
978,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1824,28,8,0,15,17,11,28,8.36,7,26
984,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1824,52,14,6,16,42,10,21,8.76,5,31
997,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1839,36,10,5,17,23,13,19,8.85,9,35
1009,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1839,70,24,7,22,38,32,29,8.55,11,69
1016,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1843,0,0,0,0,0,0,0,0.00,0,0
1022,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1843,0,0,0,0,0,0,0,0.00,0,0
1036,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1843,34,12,4,14,29,5,13,8.85,3,22
1042,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1843,0,0,0,0,0,0,0,0.00,0,0
1043,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1843,22,7,0,8,17,4,8,8.63,3,16
1055,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1858,0,0,0,0,0,0,0,0.00,0,0
1056,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1858,20,6,0,10,14,6,9,8.56,4,9
1070,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1858,0,0,0,0,0,0,0,0.00,0,0
1073,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1858,51,18,9,17,45,6,19,10.97,3,44
1084,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1858,36,6,6,18,28,8,15,7.74,5,21
1089,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1858,58,21,6,23,39,19,23,8.95,5,35
1090,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1858,0,0,0,0,0,0,0,0.00,0,0
1091,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1858,0,0,0,0,0,0,0,0.00,0,0
1105,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1877,114,28,11,52,105,9,43,7.76,21,76
1117,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1877,63,18,8,32,58,5,30,10.84,7,59
1133,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1877,0,0,0,0,0,0,0,0.00,0,0
1142,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1877,77,21,8,37,57,20,34,8.29,17,60
1162,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1881,15,3,3,6,9,6,6,14.91,0,9
1163,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1881,0,0,0,0,0,0,0,0.00,0,0
1167,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1881,0,0,0,0,0,0,0,0.00,0,0
1172,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1881,85,25,6,39,73,12,46,10.74,7,65
1174,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1881,39,9,3,15,19,20,18,10.5,7,27
1183,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1896,0,0,0,0,0,0,0,0.00,0,0
1185,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1896,0,0,0,0,0,0,0,0.00,0,0
1187,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1896,0,0,0,0,0,0,0,0.00,0,0
1191,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1896,146,33,17,52,115,31,79,8.28,21,95
1193,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1896,122,38,12,54,81,41,67,9.39,12,96
1194,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1896,159,46,17,73,129,30,84,9.06,14,117
1195,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1896,0,0,0,0,0,0,0,0.00,0,0
1196,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1896,148,39,13,74,141,7,74,9,18,131
1205,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1896,93,26,9,35,74,19,44,7.36,16,66
1211,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1896,66,24,14,29,41,25,28,9.41,12,49
1232,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1909,14,3,0,10,14,0,5,9.45,0,14
1238,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1909,0,0,0,0,0,0,0,0.00,0,0
1241,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1909,48,15,3,27,27,21,26,8.84,4,37
1249,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1909,0,0,0,0,0,0,0,0.00,0,0
1252,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1909,0,0,0,0,0,0,0,0.00,0,0
1253,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1909,90,14,11,36,73,17,54,8.76,6,82
1254,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1909,68,23,10,28,53,15,43,9.9,4,67
1260,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1909,113,28,16,52,95,18,49,8.9,12,69
1264,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1909,0,0,0,0,0,0,0,0.00,0,0
1265,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,1909,51,17,10,23,41,10,25,8.78,3,47
1271,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,2678,27,7,0,13,19,8,13,8.54,4,22
1282,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,2682,0,0,0,0,0,0,0,0.00,0,0
1284,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,2697,397,131,46,180,289,108,198,8.26,79,326
1288,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,2697,67,17,13,26,59,8,32,9.61,12,46
1294,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,2697,229,75,28,106,158,71,103,9.19,33,176
1302,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,2697,92,30,13,40,70,22,49,8.48,11,72
1304,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,2697,147,38,17,71,100,47,70,7.84,25,147
1305,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,2697,90,28,14,31,55,35,40,8.5,13,64
1308,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,0,0,0,0,0,0,0,0.00,0,0
1309,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,273,87,30,109,193,80,134,9.83,22,243
1312,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,126,45,14,50,102,24,58,10.3,9,108
1313,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,100,28,15,42,79,21,40,8.38,13,68
1315,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,108,39,17,46,99,9,51,11.03,8,91
1317,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,0,0,0,0,0,0,0,0.00,0,0
1319,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,142,42,11,64,125,17,65,11.47,12,121
1320,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,0,0,0,0,0,0,0,0.00,0,0
1329,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,84,29,10,32,59,25,45,10.95,11,73
1330,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,105,36,17,56,68,37,50,11.91,9,73
1332,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,260,93,24,119,187,73,155,9.8,25,234
1335,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,0,0,0,0,0,0,0,0.00,0,0
1336,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,209,72,21,85,111,98,100,9.57,15,150
1337,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,130,45,10,54,109,21,59,10.9,8,112
1338,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,106,44,12,42,58,48,58,9.24,11,88
1339,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,106,31,16,46,86,20,59,9.54,16,89
1340,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,115,34,14,47,78,37,44,9.31,18,80
1342,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,98,34,18,47,67,31,46,8.81,13,72
1346,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,110,32,8,46,86,24,57,10.65,10,85
1347,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,111,40,8,49,89,22,54,10.85,13,94
1348,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,116,34,16,52,92,24,53,13.4,8,94
1353,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,0,0,0,0,0,0,0,0.00,0,0
1354,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,270A,171,58,24,71,158,13,84,9.95,16,151
